"mo_group"	"mo"	"mo_group_name"	"mo_name"
"B_MYCBC_SGM"	"B_MYCBC_LPRM"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium lepraemurium"
"B_MYCBC_SGM"	"B_MYCBC_MLMN"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium malmoense"
"B_MYCBC_SGM"	"B_MYCBC_MRNM"	"Slowly growing Mycobacterium (SGM)"	"Mycobacterium marinum"
"B_STRPT_GRPA"	"B_STRPT_PYGN"	"Streptococcus Group A"	"Streptococcus pyogenes"
"B_STRPT_ABCG"	"B_STRPT_GRPA"	"Streptococcus Group A, B, C, G"	"Streptococcus Group A"
"B_STRPT_ABCG"	"B_STRPT_GRPB"	"Streptococcus Group A, B, C, G"	"Streptococcus Group B"
"B_STRPT_ABCG"	"B_STRPT_GRPC"	"Streptococcus Group A, B, C, G"	"Streptococcus Group C"
"B_STRPT_ABCG"	"B_STRPT_GRPG"	"Streptococcus Group A, B, C, G"	"Streptococcus Group G"
"B_STRPT_ABCG"	"B_STRPT_AGLC"	"Streptococcus Group A, B, C, G"	"Streptococcus agalactiae"
"B_STRPT_ABCG"	"B_STRPT_CANS"	"Streptococcus Group A, B, C, G"	"Streptococcus canis"
"B_STRPT_ABCG"	"B_STRPT_DYSG"	"Streptococcus Group A, B, C, G"	"Streptococcus dysgalactiae"
"B_STRPT_ABCG"	"B_STRPT_DYSG_DYSG"	"Streptococcus Group A, B, C, G"	"Streptococcus dysgalactiae dysgalactiae"
"B_STRPT_ABCG"	"B_STRPT_DYSG_EQSM"	"Streptococcus Group A, B, C, G"	"Streptococcus dysgalactiae equisimilis"
"B_STRPT_ABCG"	"B_STRPT_EQUI"	"Streptococcus Group A, B, C, G"	"Streptococcus equi"
"B_STRPT_ABCG"	"B_STRPT_EQUI_EQUI"	"Streptococcus Group A, B, C, G"	"Streptococcus equi equi"
"B_STRPT_ABCG"	"B_STRPT_EQUI_RMNT"	"Streptococcus Group A, B, C, G"	"Streptococcus equi ruminatorum"
"B_STRPT_ABCG"	"B_STRPT_EQUI_ZPDM"	"Streptococcus Group A, B, C, G"	"Streptococcus equi zooepidemicus"
"B_STRPT_ABCG"	"B_STRPT_PYGN"	"Streptococcus Group A, B, C, G"	"Streptococcus pyogenes"
"B_STRPT_GRPB"	"B_STRPT_AGLC"	"Streptococcus Group B"	"Streptococcus agalactiae"
"B_STRPT_GRPC"	"B_STRPT_DYSG"	"Streptococcus Group C"	"Streptococcus dysgalactiae"
"B_STRPT_GRPC"	"B_STRPT_DYSG_DYSG"	"Streptococcus Group C"	"Streptococcus dysgalactiae dysgalactiae"
"B_STRPT_GRPC"	"B_STRPT_DYSG_EQSM"	"Streptococcus Group C"	"Streptococcus dysgalactiae equisimilis"
"B_STRPT_GRPC"	"B_STRPT_EQUI"	"Streptococcus Group C"	"Streptococcus equi"
"B_STRPT_GRPC"	"B_STRPT_EQUI_EQUI"	"Streptococcus Group C"	"Streptococcus equi equi"
"B_STRPT_GRPC"	"B_STRPT_EQUI_RMNT"	"Streptococcus Group C"	"Streptococcus equi ruminatorum"
"B_STRPT_GRPC"	"B_STRPT_EQUI_ZPDM"	"Streptococcus Group C"	"Streptococcus equi zooepidemicus"
"B_STRPT_GRPF"	"B_STRPT_ANGN"	"Streptococcus Group F"	"Streptococcus anginosus"
"B_STRPT_GRPF"	"B_STRPT_ANGN_ANGN"	"Streptococcus Group F"	"Streptococcus anginosus anginosus"
"B_STRPT_GRPF"	"B_STRPT_ANGN_WHLY"	"Streptococcus Group F"	"Streptococcus anginosus whileyi"
"B_STRPT_GRPF"	"B_STRPT_CNST"	"Streptococcus Group F"	"Streptococcus constellatus"
"B_STRPT_GRPF"	"B_STRPT_CNST_CNST"	"Streptococcus Group F"	"Streptococcus constellatus constellatus"
"B_STRPT_GRPF"	"B_STRPT_CNST_PHRY"	"Streptococcus Group F"	"Streptococcus constellatus pharyngis"
"B_STRPT_GRPF"	"B_STRPT_CNST_VBRG"	"Streptococcus Group F"	"Streptococcus constellatus viborgensis"
"B_STRPT_GRPF"	"B_STRPT_INTR"	"Streptococcus Group F"	"Streptococcus intermedius"
"B_STRPT_GRPG"	"B_STRPT_CANS"	"Streptococcus Group G"	"Streptococcus canis"
"B_STRPT_GRPG"	"B_STRPT_DYSG"	"Streptococcus Group G"	"Streptococcus dysgalactiae"
"B_STRPT_GRPG"	"B_STRPT_DYSG_DYSG"	"Streptococcus Group G"	"Streptococcus dysgalactiae dysgalactiae"
"B_STRPT_GRPG"	"B_STRPT_DYSG_EQSM"	"Streptococcus Group G"	"Streptococcus dysgalactiae equisimilis"
"B_STRPT_GRPH"	"B_STRPT_SNGN"	"Streptococcus Group H"	"Streptococcus sanguinis"
"B_STRPT_GRPK"	"B_STRPT_SLVR"	"Streptococcus Group K"	"Streptococcus salivarius"
"B_STRPT_GRPK"	"B_STRPT_SLVR_SLVR"	"Streptococcus Group K"	"Streptococcus salivarius salivarius"
"B_STRPT_GRPK"	"B_STRPT_SLVR_THRM"	"Streptococcus Group K"	"Streptococcus salivarius thermophilus"
"B_STRPT_GRPL"	"B_STRPT_DYSG"	"Streptococcus Group L"	"Streptococcus dysgalactiae"
"B_STRPT_GRPL"	"B_STRPT_DYSG_DYSG"	"Streptococcus Group L"	"Streptococcus dysgalactiae dysgalactiae"
"B_STRPT_GRPL"	"B_STRPT_DYSG_EQSM"	"Streptococcus Group L"	"Streptococcus dysgalactiae equisimilis"
"B_STRPT_VIRI"	"B_STRPT_MILL"	"Viridans Group Streptococcus (VGS)"	"Milleri Group Streptococcus (MGS)"
"B_STRPT_VIRI"	"B_STRPT_ACDM"	"Viridans Group Streptococcus (VGS)"	"Streptococcus acidominimus"
"B_STRPT_VIRI"	"B_STRPT_ANGN"	"Viridans Group Streptococcus (VGS)"	"Streptococcus anginosus"
"B_STRPT_VIRI"	"B_STRPT_ANGN_ANGN"	"Viridans Group Streptococcus (VGS)"	"Streptococcus anginosus anginosus"
"B_STRPT_VIRI"	"B_STRPT_ANGN_WHLY"	"Viridans Group Streptococcus (VGS)"	"Streptococcus anginosus whileyi"
"B_STRPT_VIRI"	"B_STRPT_CNST"	"Viridans Group Streptococcus (VGS)"	"Streptococcus constellatus"
"B_STRPT_VIRI"	"B_STRPT_CNST_CNST"	"Viridans Group Streptococcus (VGS)"	"Streptococcus constellatus constellatus"
"B_STRPT_VIRI"	"B_STRPT_CNST_PHRY"	"Viridans Group Streptococcus (VGS)"	"Streptococcus constellatus pharyngis"
"B_STRPT_VIRI"	"B_STRPT_CNST_VBRG"	"Viridans Group Streptococcus (VGS)"	"Streptococcus constellatus viborgensis"
"B_STRPT_VIRI"	"B_STRPT_CRCT"	"Viridans Group Streptococcus (VGS)"	"Streptococcus criceti"
"B_STRPT_VIRI"	"B_STRPT_CRST"	"Viridans Group Streptococcus (VGS)"	"Streptococcus cristatus"
"B_STRPT_VIRI"	"B_STRPT_DOWN"	"Viridans Group Streptococcus (VGS)"	"Streptococcus downei"
"B_STRPT_VIRI"	"B_STRPT_EQNS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus equinus"
"B_STRPT_VIRI"	"B_STRPT_FERS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus ferus"
"B_STRPT_VIRI"	"B_STRPT_GRDN"	"Viridans Group Streptococcus (VGS)"	"Streptococcus gordonii"
"B_STRPT_VIRI"	"B_STRPT_INTR"	"Viridans Group Streptococcus (VGS)"	"Streptococcus intermedius"
"B_STRPT_VIRI"	"B_STRPT_MACC"	"Viridans Group Streptococcus (VGS)"	"Streptococcus macacae"
"B_STRPT_VIRI"	"B_STRPT_MITS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus mitis"
"B_STRPT_VIRI"	"B_STRPT_MTNS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus mutans"
"B_STRPT_VIRI"	"B_STRPT_ORLS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus oralis"
"B_STRPT_VIRI"	"B_STRPT_ORLS_DNTS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus oralis dentisani"
"B_STRPT_VIRI"	"B_STRPT_ORLS_ORLS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus oralis oralis"
"B_STRPT_VIRI"	"B_STRPT_ORLS_TGRN"	"Viridans Group Streptococcus (VGS)"	"Streptococcus oralis tigurinus"
"B_STRPT_VIRI"	"B_STRPT_PRSN"	"Viridans Group Streptococcus (VGS)"	"Streptococcus parasanguinis"
"B_STRPT_VIRI"	"B_STRPT_RATT"	"Viridans Group Streptococcus (VGS)"	"Streptococcus ratti"
"B_STRPT_VIRI"	"B_STRPT_SLVR"	"Viridans Group Streptococcus (VGS)"	"Streptococcus salivarius"
"B_STRPT_VIRI"	"B_STRPT_SLVR_SLVR"	"Viridans Group Streptococcus (VGS)"	"Streptococcus salivarius salivarius"
"B_STRPT_VIRI"	"B_STRPT_SLVR_THRM"	"Viridans Group Streptococcus (VGS)"	"Streptococcus salivarius thermophilus"
"B_STRPT_VIRI"	"B_STRPT_SNGN"	"Viridans Group Streptococcus (VGS)"	"Streptococcus sanguinis"
"B_STRPT_VIRI"	"B_STRPT_SBRN"	"Viridans Group Streptococcus (VGS)"	"Streptococcus sobrinus"
"B_STRPT_VIRI"	"B_STRPT_SUIS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus suis"
"B_STRPT_VIRI"	"B_STRPT_UBRS"	"Viridans Group Streptococcus (VGS)"	"Streptococcus uberis"
"B_STRPT_VIRI"	"B_STRPT_VSTB"	"Viridans Group Streptococcus (VGS)"	"Streptococcus vestibularis"
