"guideline"	"type"	"host"	"method"	"site"	"mo"	"rank_index"	"ab"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"	"is_SDD"
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"MFX"	"Unknown"	"5 mcg"	22	19	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"MFX"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"MNO"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"NET"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY_SPRP"	2	"NIT"	"Unknown"	"100 mcg"	13	13	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY_SPRP"	2	"NIT"	"Unknown"		64	64	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"NOR"	"Unknown"	"10 mcg"	17	17	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"OFX"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"OXA"	"Unknown"		0.25	0.25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"PEN"	"Unknown"	"1 unit"	26	26	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"PEN"	"Unknown"		0.125	0.125	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"QDA"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"RIF"	"Unknown"	"5 mcg"	25	22	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"RIF"	"Unknown"		0.064	0.25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"RXT"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"SXT"	"Unknown"	"1.25 mcg/23.75 mcg"	17	14	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"SXT"	"Unknown"		2	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"TCY"	"Unknown"	"30 mcg"	22	19	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"TCY"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"TEC"	"Unknown"		4	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"TGC"	"Unknown"	"15 mcg"	18	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"TGC"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"TMP"	"Unknown"	"5 mcg"	17	14	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"TMP"	"Unknown"		2	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY"	3	"TOB"	"Unknown"	"10 mcg"	19	19	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"TOB"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY"	3	"VAN"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY_AURS"	2	"FOX"	"Unknown"	"30 mcg"	22	22	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY_AURS"	2	"OXA"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY_AURS"	2	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STPHY_LGDN"	2	"FOX"	"Unknown"	"30 mcg"	22	22	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY_LGDN"	2	"OXA"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STPHY_LGDN"	2	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"AMP"	"Unknown"	"2 mcg"	21	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"AMP"	"Unknown"		0.5	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"AMX"	"Unknown"		0.5	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"CLI"	"Unknown"	"2 mcg"	19	19	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"CLI"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"CRO"	"Unknown"	"30 mcg"	27	27	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"CRO"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"CTX"	"Unknown"	"5 mcg"	23	23	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"CTX"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"CXM"	"Unknown"	"30 mcg"	26	26	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"CXM"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"CZO"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"DOR"	"Unknown"	"10 mcg"	25	25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"DOR"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"ETP"	"Unknown"	"10 mcg"	22	22	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"ETP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"FEP"	"Unknown"	"30 mcg"	25	25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"FEP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"IPM"	"Unknown"	"10 mcg"	30	30	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"IPM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"MEM"	"Unknown"	"10 mcg"	25	25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"MEM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT"	3	"PEN"	"Unknown"	"1 unit"	18	12	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"PEN"	"Unknown"		0.25	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT"	3	"VAN"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"AZM"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"CHL"	"Unknown"		8	8	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"CLI"	"Unknown"	"2 mcg"	17	17	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"CLI"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"CLR"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"DAP"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"DOR"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"DOX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"ERY"	"Unknown"	"15 mcg"	21	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"ERY"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"ETP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"IPM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"LNZ"	"Unknown"	"10 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"LNZ"	"Unknown"		2	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"LVX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"LVX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"MEM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"MFX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"MFX"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"MNO"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"NIT"	"Unknown"	"100 mcg"	15	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"NIT"	"Unknown"		64	64	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"PEN"	"Unknown"	"1 unit"	18	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"PEN"	"Unknown"		0.25	0.25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"RIF"	"Unknown"	"5 mcg"	21	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"RIF"	"Unknown"		0.064	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"RXT"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"SXT"	"Unknown"	"1.25 mcg/23.75 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"SXT"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"TCY"	"Unknown"	"30 mcg"	23	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"TCY"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPA"	2.5	"TGC"	"Unknown"	"15 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"TGC"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"TLT"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPA"	2.5	"VAN"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"AZM"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"CHL"	"Unknown"		8	8	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"CLI"	"Unknown"	"2 mcg"	17	17	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"CLI"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"CLR"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"DAP"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"DOR"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"DOX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"ERY"	"Unknown"	"15 mcg"	21	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"ERY"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"ETP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"IPM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"LNZ"	"Unknown"	"10 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"LNZ"	"Unknown"		2	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"LVX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"LVX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"MEM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"MFX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"MFX"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"MNO"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"NIT"	"Unknown"	"100 mcg"	15	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"NIT"	"Unknown"		64	64	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"PEN"	"Unknown"	"1 unit"	18	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"PEN"	"Unknown"		0.25	0.25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"RIF"	"Unknown"	"5 mcg"	21	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"RIF"	"Unknown"		0.064	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"RXT"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"SXT"	"Unknown"	"1.25 mcg/23.75 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"SXT"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"TCY"	"Unknown"	"30 mcg"	23	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"TCY"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPB"	2.5	"TGC"	"Unknown"	"15 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"TGC"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"TLT"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPB"	2.5	"VAN"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"AZM"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"CHL"	"Unknown"		8	8	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"CLI"	"Unknown"	"2 mcg"	17	17	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"CLI"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"CLR"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"DAP"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"DOR"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"DOX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"ERY"	"Unknown"	"15 mcg"	21	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"ERY"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"ETP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"IPM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"LNZ"	"Unknown"	"10 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"LNZ"	"Unknown"		2	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"LVX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"LVX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"MEM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"MFX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"MFX"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"MNO"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"NIT"	"Unknown"	"100 mcg"	15	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"NIT"	"Unknown"		64	64	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"PEN"	"Unknown"	"1 unit"	18	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"PEN"	"Unknown"		0.25	0.25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"RIF"	"Unknown"	"5 mcg"	21	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"RIF"	"Unknown"		0.064	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"RXT"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"SXT"	"Unknown"	"1.25 mcg/23.75 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"SXT"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"TCY"	"Unknown"	"30 mcg"	23	20	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"TCY"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"TEC"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPC"	2.5	"TGC"	"Unknown"	"15 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"TGC"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"TLT"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPC"	2.5	"VAN"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"AZM"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"CHL"	"Unknown"		8	8	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"CLI"	"Unknown"	"2 mcg"	17	17	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"CLI"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"CLR"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"DAP"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"DOR"	"Unknown"		1	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"DOX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"ERY"	"Unknown"	"15 mcg"	21	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"ERY"	"Unknown"		0.25	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"ETP"	"Unknown"		0.5	0.5	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"IPM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"LNZ"	"Unknown"	"10 mcg"	19	16	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"LNZ"	"Unknown"		2	4	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"LVX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"LVX"	"Unknown"		1	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"MEM"	"Unknown"		2	2	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"MFX"	"Unknown"	"5 mcg"	18	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"MFX"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"MNO"	"Unknown"		0.5	1	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"NIT"	"Unknown"	"100 mcg"	15	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"NIT"	"Unknown"		64	64	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"PEN"	"Unknown"	"1 unit"	18	18	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"PEN"	"Unknown"		0.25	0.25	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"DISK"		"B_STRPT_GRPG"	2.5	"RIF"	"Unknown"	"5 mcg"	21	15	FALSE	FALSE
"EUCAST 2011"	"human"	"human"	"MIC"		"B_STRPT_GRPG"	2.5	"RIF"	"Unknown"		0.064	0.5	FALSE	FALSE
