"The number of entries per field is limited to 10 for this overview. If you want the whole information you can use the API or the ""Download selection"" menu on the Webpage."

ID,designation_header,strain_number_header,is_type_strain_header,species,"Oxygen tolerance"
3941,"Lpha5, 225","CCUG 57105, DSM 14548, JCM 11399, NBRC 100340",1,"Kineosphaera limosa",aerobe
133070,KNHs209,"DSM 100556, ATCC TSD-26",1,"Kineothrix alysoides",anaerobe
,,,,,"obligate anaerobe"
145370,,"CCUG 28284",0,"Kingella denitrificans",microaerophile
145374,,"CCUG 28308",0,"Kingella denitrificans",microaerophile
145822,,"CCUG 29699",0,"Kingella denitrificans",microaerophile
155148,,"CCUG 56605",0,"Kingella denitrificans",microaerophile
155279,,"CCUG 57179",0,"Kingella denitrificans",microaerophile
10461,4177/66,"CCUG 352, NCTC 10529, DSM 7536, ATCC 23330",1,"Kingella kingae",microaerophile
141684,,"CCUG 4726 A",0,"Kingella kingae",microaerophile
142559,,"CCUG 12986",0,"Kingella kingae",microaerophile
142562,,"CCUG 13025",0,"Kingella kingae",microaerophile
142604,,"CCUG 13250",0,"Kingella kingae",microaerophile
142606,,"CCUG 13271",0,"Kingella kingae",microaerophile
142736,,"CCUG 14290",0,"Kingella kingae",microaerophile
142794,,"CCUG 14853",0,"Kingella kingae",microaerophile
142874,,"CCUG 15480",0,"Kingella kingae",microaerophile
142971,,"CCUG 15968",0,"Kingella kingae",microaerophile
143119,,"CCUG 17260",0,"Kingella kingae",microaerophile
143156,,"CCUG 17526",0,"Kingella kingae",microaerophile
143234,,"CCUG 17922",0,"Kingella kingae",microaerophile
143561,,"CCUG 20134",0,"Kingella kingae",microaerophile
143625,,"CCUG 20639",0,"Kingella kingae",microaerophile
144443,,"CCUG 24975",0,"Kingella kingae",microaerophile
144487,,"CCUG 25275",0,"Kingella kingae",microaerophile
144694,,"CCUG 26280",0,"Kingella kingae",microaerophile
144912,,"CCUG 27051 C",0,"Kingella kingae",microaerophile
145048,,"CCUG 27520",0,"Kingella kingae",microaerophile
145076,,"CCUG 27607",0,"Kingella kingae",microaerophile
145587,,"CCUG 28875",0,"Kingella kingae",microaerophile
145691,,"CCUG 29267",0,"Kingella kingae",microaerophile
146134,,"CCUG 30428",0,"Kingella kingae",microaerophile
146266,,"CCUG 30752",0,"Kingella kingae",microaerophile
146794,,"CCUG 32129 B",0,"Kingella kingae",microaerophile
147047,,"CCUG 32736",0,"Kingella kingae",microaerophile
148070,,"CCUG 34766",0,"Kingella kingae",microaerophile
149207,,"CCUG 37277",0,"Kingella kingae",microaerophile
149598,,"CCUG 38034",0,"Kingella kingae",microaerophile
149677,,"CCUG 38166",0,"Kingella kingae",microaerophile
149972,,"CCUG 38773",0,"Kingella kingae",microaerophile
150050,,"CCUG 38916",0,"Kingella kingae",microaerophile
150318,,"CCUG 39627",0,"Kingella kingae",microaerophile
150450,,"CCUG 39964",0,"Kingella kingae",microaerophile
150820,,"CCUG 42447",0,"Kingella kingae",microaerophile
150920,,"CCUG 42753",0,"Kingella kingae",microaerophile
151669,,"CCUG 44570",0,"Kingella kingae",microaerophile
151756,,"CCUG 44801",0,"Kingella kingae",microaerophile
151993,,"CCUG 45468",0,"Kingella kingae",microaerophile
153108,,"CCUG 48511",0,"Kingella kingae",microaerophile
153556,,"CCUG 50167 A",0,"Kingella kingae",aerobe
153886,,"CCUG 51499",0,"Kingella kingae",microaerophile
154759,,"CCUG 55102",0,"Kingella kingae",microaerophile
154996,,"CCUG 56011",0,"Kingella kingae",microaerophile
155401,,"CCUG 57605",0,"Kingella kingae",microaerophile
155499,,"CCUG 57898",0,"Kingella kingae",microaerophile
156042,,"CCUG 60176",0,"Kingella kingae",microaerophile
156270,,"CCUG 60968",0,"Kingella kingae",microaerophile
156453,,"CCUG 61871",0,"Kingella kingae",microaerophile
156613,,"CCUG 63569",0,"Kingella kingae",microaerophile
156770,,"CCUG 65027",0,"Kingella kingae",microaerophile
156832,,"CCUG 65960",0,"Kingella kingae",microaerophile
156849,,"CCUG 66057",0,"Kingella kingae",microaerophile
140547,,"CSUR P957, CCUG 69806, SCH Sch538",1,"Kingella negevensis",aerobe
,,,,,"facultative anaerobe"
,,,,,microaerophile
10463,"UB 38(Dewhirst)","DSM 18271, ATCC 51147, CCM 4589, CCUG 30450, CIP 103803, FDC UB-38",1,"Kingella oralis",aerobe
,,,,,microaerophile
10464,3/SID/1128,"DSM 18304, CCUG 49773, CIP 108935, NCTC 13336",1,"Kingella potus",microaerophile
151617,,"CCUG 44465",0,"Kingella sp.",microaerophile
3031,KIN192,"DSM 25082, CCUG 53117, CECT 7319",1,"Kinneretia asaccharophila",aerobe
133556,,"KCCM 90076, JCM 15607, KMD 001, DSM 21796, NCIMB 14710",1,"Kistimonas asteriae",aerobe
133798,A36,"KACC 16204, JCM 17805",1,"Kistimonas scapharcae","facultative anaerobe"
14860,2291-120,"DSM 44785, HKI 0189, NCIMB 13973, JCM 13002, BCRC 16815, IAM 15268, NBRC 101834",1,"Kitasatospora arboriphila",aerobe
14861,2050-015,"DSM 44786, HKI 0314, NCIMB 13974, JCM 13003, IAM 15269, NBRC 101835",1,"Kitasatospora gansuensis",aerobe
14862,2148-013,"DSM 44787, HKI 0315, NCIMB 13975, JCM 13004, IAM 15272, NBRC 101836",1,"Kitasatospora nipponensis",aerobe
14863,2292-041,"DSM 44788, HKI 0190, NCIMB 13976, JCM 13005, IAM 15270, NBRC 101837",1,"Kitasatospora paranensis",aerobe
14869,,"DSM 44943, KCTC 9972, DAUFPE 13817",1,"Kitasatospora recifensis",aerobe
134155,VT-36,"MTCC 6546, DSM 44898, JCM 13010",1,"Kitasatospora sampliensis",aerobe
14864,2293-012,"DSM 44789, HKI 0186, NCIMB 13977, JCM 13006, IAM 15271, NBRC 101838",1,"Kitasatospora terrestris",aerobe
14867,52108a,"DSM 44826, AS 4.1878, JCM 14111, CGMCC 4.1878",1,"Kitasatospora viridis",aerobe
153148,,"CCUG 48581",0,"Klebsiella aerogenes",aerobe
154945,,"CCUG 55801",0,"Klebsiella aerogenes",aerobe
23002,W14,"DSM 25444, ATCC BAA 2403, CIP 110787, CCUG 66515",1,"Klebsiella michiganensis",aerobe
156589,,"CCUG 63157 A",0,"Klebsiella michiganensis",aerobe
156590,,"CCUG 63157 B",0,"Klebsiella michiganensis",aerobe
156889,,"CCUG 66352",0,"Klebsiella michiganensis",aerobe
4941,479-2,"DSM 5175, ATCC 13182, IAM 14201, JCM 1665, CCUG 15717, CECT 860, CIP 103434, KACC 11934, LMG 3055, NBRC 102593, NBRC 105695, NCIMB 12259, VTT E-97766",1,"Klebsiella oxytoca",aerobe
142930,,"CCUG 15788",0,"Klebsiella oxytoca",aerobe
153718,,"CCUG 50735",0,"Klebsiella oxytoca",aerobe
153933,,"CCUG 51683",0,"Klebsiella oxytoca",aerobe
155829,,"CCUG 59412",0,"Klebsiella oxytoca",aerobe
155992,,"CCUG 59935",0,"Klebsiella oxytoca",aerobe
156818,,"CCUG 65544",0,"Klebsiella oxytoca",aerobe
4968,,"DSM 681, ATCC 10031, NCIB 9111, NCTC 7427, CCUG 10785, NCDC 401-68, PCI 602",0,"Klebsiella pneumoniae",aerobe
4969,,"CCUG 58866, DSM 789, ATCC 4352, NCIB 10341, WDCM 00192, JCM 20348, CIP 104216, IAM 12015, IFO 13277, NBRC 13277, NCIMB 10341",0,"Klebsiella pneumoniae",aerobe
139426,,"CIP 110798, NCTC 11228, ATCC 29665, CCUG 19208, CECT 140, CECT 997, CNCTC 6124",0,"Klebsiella pneumoniae",aerobe
144504,,"CCUG 25403",0,"Klebsiella pneumoniae",aerobe
144511,,"CCUG 25431",0,"Klebsiella pneumoniae",aerobe
144835,,"CCUG 26734",0,"Klebsiella pneumoniae",aerobe
151760,,"CCUG 44810",0,"Klebsiella pneumoniae",aerobe
153240,,"CCUG 48848",0,"Klebsiella pneumoniae",microaerophile
153328,,"CCUG 49243",0,"Klebsiella pneumoniae",aerobe
154224,,"CCUG 52804",0,"Klebsiella pneumoniae",aerobe
154229,,"CCUG 52846",0,"Klebsiella pneumoniae",aerobe
154642,,"CCUG 54718",0,"Klebsiella pneumoniae",aerobe
154869,,"CCUG 55505",0,"Klebsiella pneumoniae",aerobe
155043,,"CCUG 56233",0,"Klebsiella pneumoniae",aerobe
155636,,"CCUG 58545",0,"Klebsiella pneumoniae",aerobe
155637,,"CCUG 58546",0,"Klebsiella pneumoniae",aerobe
155638,,"CCUG 58547",0,"Klebsiella pneumoniae",aerobe
155806,,"CCUG 59348",0,"Klebsiella pneumoniae",aerobe
155807,,"CCUG 59349",0,"Klebsiella pneumoniae",aerobe
155808,,"CCUG 59350",0,"Klebsiella pneumoniae",aerobe
155816,,"CCUG 59358",0,"Klebsiella pneumoniae",aerobe
155817,,"CCUG 59359",0,"Klebsiella pneumoniae",aerobe
155818,,"CCUG 59360",0,"Klebsiella pneumoniae",aerobe
155830,,"CCUG 59413",0,"Klebsiella pneumoniae",aerobe
156033,,"CCUG 60138",0,"Klebsiella pneumoniae",aerobe
156059,,"CCUG 60237",0,"Klebsiella pneumoniae",aerobe
156089,,"CCUG 60349",0,"Klebsiella pneumoniae",aerobe
156444,,"CCUG 61815",0,"Klebsiella pneumoniae",aerobe
156658,,"CCUG 63957",0,"Klebsiella pneumoniae",aerobe
156721,,"CCUG 64452",0,"Klebsiella pneumoniae",aerobe
156866,,"CCUG 66189",0,"Klebsiella pneumoniae",aerobe
157025,,"CCUG 68727, NCTC 13442",0,"Klebsiella pneumoniae",aerobe
157026,,"NCTC 13443, CCUG 68728",0,"Klebsiella pneumoniae",aerobe
152927,,"CCUG 48035",0,"Klebsiella pneumoniae subsp. ozaenae",aerobe
4959,298-53,"CCUG 225, NCDC 410-68, DSM 30104, ATCC 13883, IAM 14200, JCM 1662, NCTC 9633, WDCM 00097, BCRC 10692, CECT 143, CIP 82.91, IFO 14940, LMG 2095, NBRC 14940, NCDC 298-53, NCIMB 13883",1,"Klebsiella pneumoniae subsp. pneumoniae",aerobe
130305,"01A030, CRBIP28.95, SB11","DSM 28211, CIP 110771, CCUG 70915",1,"Klebsiella quasipneumoniae subsp. quasipneumoniae",aerobe
130306,"07A044, CRBIP28.112, SB30","CCUG 70916, DSM 28212, CIP 110770",1,"Klebsiella quasipneumoniae subsp. similipneumoniae",aerobe
152746,,"CCUG 47534",0,"Klebsiella sp.",aerobe
156137,,"CCUG 60507, NCTC 9140",0,"Klebsiella sp.",aerobe
156138,,"CCUG 60508, NCTC 9174",0,"Klebsiella sp.",aerobe
156139,,"CCUG 60509",0,"Klebsiella sp.",aerobe
133650,LX3,"DSM 16265, JCM 12419, CCUG 57108, CIP 108642, LMG 23571",0,"Klebsiella variicola",aerobe
,,,,,"facultative anaerobe"
4966,F2R9,"DSM 15968, ATCC BAA 830, CFNE 2004, CCUG 53906, CIP 108585",1,"Klebsiella variicola subsp. variicola",aerobe
23033,PB34,"DSM 45843, JCM 17785, KCTC 19880",1,"Klenkia soli",aerobe
24062,3-wff-81,"DSM 45962, CGMCC 1.12303, NBRC 109416, JCM 31768",1,"Klenkia taihuensis",aerobe
23034,"PB 261","DSM 45844, JCM 17786, KCTC 19881",1,"Klenkia terrae",aerobe
7332,"44C3, C44","DSM 18031, ATCC BAA 1524, JCM 16542",1,"Klugiella xanthotipulae",aerobe
4973,,"DSM 4611, ATCC 33433, CDC 0648-74, CIP 82.95, GIFU 10603, IAM 14203, NBRC 102466, CCUG 15716, CECT 861, JCM 21070, LMG 7871",1,"Kluyvera ascorbata",aerobe
4974,"2366, No.6(ß)","CCUG 21164, DSM 30109, ATCC 14236, CDC 2567-61",0,"Kluyvera ascorbata",aerobe
4976,,"DSM 4588, ATCC 33435, CDC 2065-78, CIP 82.96, GIFU 10604, IAM 14204, CCUG 18767, CECT 862, JCM 7580, BCRC 14813, LMG 7859, NBRC 102467, NCTC 12993",1,"Kluyvera cryocrescens",aerobe
4979,,"DSM 9409, ATCC 51603, CDC 2891-76, JCM 16938, CCUG 35513, CCM 4865, CIP 106361",1,"Kluyvera georgiana",aerobe
4971,E86,"CCUG 14183, CIP 79-27, NCTC 12125, LMG 2785, DSM 4581, ATCC 33110, CIP 79.27, CUETM 77.130, IAM 14238, JCM 1238, BCRC 14808, CCM 3433, CUETM 77-130, HAMBI 1299, HUT 8114, NBRC 102594, NCIMB 13626, VTT E-97862",1,"Kluyvera intermedia",aerobe
145989,,"CCUG 30099, CCM 3434, ATCC 33422",0,"Kluyvera intermedia",aerobe
145990,,"CCUG 30100, CCM 3435",0,"Kluyvera intermedia",aerobe
6271,5317S-21,"DSM 18566, KACC 20583, JCM 16377, NBRC 106306",1,"Knoellia aerolata",aerobe
6272,TL1,"DSM 25785, CGMCC 1.10749, KCTC 19810, JCM 18318",1,"Knoellia flava",aerobe
133714,DMZ1,"KACC 15114, JCM 17313, NBRC 109775",1,"Knoellia locipacati",aerobe
134268,3-M5-R-4,"ATCC BAA 1496, CIP 109413, JCM 15662, KCTC 39578, NCIMB 14307",1,"Knoellia remsis",aerobe
6269,2162-038,"DSM 12331, CIP 106775, KCTC 19936, CCUG 47139, HKI 0119, JCM 11536, IAM 15304, NBRC 100350, NCIMB 14353",1,"Knoellia sinensis",aerobe
6270,2163-021,"CCUG 48178, HKI 0120, DSM 12332, CIP 106776, KCTC 19937, JCM 11537, IAM 15305, NBRC 100351",1,"Knoellia subterranea",aerobe
7660,,"CCUG 55750, CCM 7384, DSM 17006, CCTCC AA 203006, CIP 107966, KCTC 19010, YIM 70003, JCM 14735, NCIMB 14352",1,"Kocuria aegyptia",aerobe
140923,CM1E1,"HAMBI 3625, LMG 28671, CCBAU 101092",1,"Kocuria arsenatis",aerobe
7665,P30,"DSM 23883, JCM 15914, KCTC 19594",1,"Kocuria atrinae",aerobe
7658,,"CCUG 55751, JCM 14118, DSM 16004, CCM 132, NBRC 110786",1,"Kocuria carniphila",microaerophile
154896,,"CCUG 55574",0,"Kocuria carniphila",aerobe
7662,HO-9041,"DSM 22142, CCTCC AB 206106, KCTC 19306, JCM 15621, NBRC 107626",1,"Kocuria flava",aerobe
133498,SJ2,"KCCM 42914, LMG 24672, JCM 18958",1,"Kocuria gwangalliensis",aerobe
7659,K07-05,"DSM 44905, JCM 13326, MTCC 7020, CCUG 56039, CIP 109344, NCIMB 14351",1,"Kocuria himachalensis",aerobe
7657,,"DSM 16420, KCTC 9943, KMM 3905, CCUG 51442, JCM 13363, NBRC 110801",1,"Kocuria marina",aerobe
148965,,"CCUG 36652",0,"Kocuria marina",aerobe
153783,,"CCUG 50966",0,"Kocuria marina",aerobe
154026,,"CCUG 52044",0,"Kocuria marina",aerobe
154867,,"CCUG 55475",0,"Kocuria marina",aerobe
155547,,"CCUG 58089",0,"Kocuria marina",microaerophile
133058,FXJ8.095,"DSM 24949, CGMCC 4.6946",1,"Kocuria oceani",aerobe
7643,TAGA27,"DSM 11925, CCM 4949, IFO 16318, NBRC 16318, CCUG 52395, CIP 105971, JCM 11652, IAM 15064, LMG 19167",1,"Kocuria palustris",aerobe
153426,,"CCUG 49552",0,"Kocuria palustris",aerobe
153857,,"CCUG 51387",0,"Kocuria palustris",aerobe
154292,,"CCUG 52990",0,"Kocuria palustris",aerobe
154293,,"CCUG 52991",0,"Kocuria palustris",aerobe
154294,,"CCUG 52992",0,"Kocuria palustris",aerobe
154353,,"CCUG 53222",0,"Kocuria palustris",aerobe
154692,,"CCUG 54862",0,"Kocuria palustris",aerobe
154893,,"CCUG 55564",0,"Kocuria palustris",aerobe
155110,,"CCUG 56502",0,"Kocuria palustris",aerobe
155123,,"CCUG 56526",0,"Kocuria palustris",microaerophile
155719,,"CCUG 59135",0,"Kocuria palustris",aerobe
155767,,"CCUG 59255",0,"Kocuria palustris",aerobe
140489,RS-2-3,"NBRC 110990, InaCC A704",1,"Kocuria pelophila",aerobe
7650,,"DSM 14382, CIP 107764, MTCC 3702, CCUG 52397, CMS 76or, JCM 12076, IAM 15066, NBRC 103063",1,"Kocuria polaris",aerobe
7647,TA68,"DSM 11926, CCM 4950, IFO 16319, NBRC 16319, CCUG 55752, ATCC BAA 50, CIP 105972, JCM 11653, IAM 15065, LMG 19168",1,"Kocuria rhizophila",aerobe
154534,,"CCUG 54274",0,"Kocuria rhizophila",aerobe
7641,,"DSM 20447, ATCC 186, CCM 679, NCTC 7523, CCUG 4312, IAM 1315, IFO 3768, JCM 11614, BCRC 11044, CECT 5052, CECT 52, CIP 71.15, IAM 14818, IMSNU 11063, IMSNU 21322, JCM 7236, KCCM 40158, KCTC 3137, KCTC 3199, KCTC 3488, LMG 14224, NBRC 3768, NCFB 975, NCIMB 11696, NRRL B-2977, PCM 548, VKM Ac-2200, VKM B-1236, VKM B-1823",1,"Kocuria rosea",aerobe
153554,,"CCUG 50155 C",0,"Kocuria rosea",aerobe
141150,Hv14b,"DSM 28714, CECT 9229",1,"Kocuria salina",aerobe
7666,104,"DSM 24776, JCM 16361, KACC 21128, NBRC 109970",1,"Kocuria salsicia",aerobe
166538,M5W7-7,"KCTC 49195, CGMCC 1.13744",1,"Kocuria soli",aerobe
157065,,"CCUG 69295",0,"Kocuria sp.",aerobe
7663,HO-9042,"DSM 22143, CCTCC AB 206107, KCTC 19307, JCM 15622, NBRC 107627",1,"Kocuria turfanensis",aerobe
153891,,"CCUG 51540",0,"Kocuria varians",aerobe
159749,WE7,"CGMCC 1.15338, JCM 31140",1,"Komagataeibacter cocois",aerobe
134216,RG3,"LMG 23726, MTCC 6913",1,"Komagataeibacter hansenii",aerobe
45,G5-1,"DSM 24098, JCM 25156, LMG 26206, NRIC 0798, BCRC 80743",1,"Komagataeibacter kakiaceti",aerobe
133649,OT-1,"KCTC 8814P, NBRC 1000336",1,"Kordia algicida",aerobe
,,,,,"obligate aerobe"
134041,,"KCTC 32292, NBRC 109401, IMCC 3317",1,"Kordia antarctica","facultative anaerobe"
134074,CC-AMZ-301,"JCM 18556, BCRC 80464",1,"Kordia aquimaris",aerobe
140820,,"KCTC 42872, MCCC 1A01772, LMG 29123, SC 2",1,"Kordia ulvae",aerobe
158674,ZO2-23,"KCTC 52268, JCM 31799",1,"Kordia zosterae","facultative anaerobe"
133812,101-1,"KACC 16184, JCM 17742",1,"Kordiimonas aestuarii",aerobe
133810,,"KCCM 42940, JCM 16665, MEBiC 06554",1,"Kordiimonas aquimaris",aerobe
17858,GW14-5,"DSM 19435, CIP 109032, JCM 12864, KCCM 42021",1,"Kordiimonas gwangyangensis",aerobe
140838,M41,"CGMCC 1.15304, JCM 30877",1,"Kordiimonas lipolytica",aerobe
158811,N18,"MCCC 1K03436, KCTC 62164",1,"Kordiimonas pumila",aerobe
,,,,,"obligate aerobe"
4383,Ah-143,"DSM 25165, KCTC 22375, LMG 26131, NCIMB 14469, CCUG 66539",1,"Kosakonia arachidis",aerobe
156570,,"CCUG 62758",0,"Kosakonia cowanii",aerobe
133472,,"LMG 24251, CGMCC 1.7012, Ola 51",1,"Kosakonia oryzae","facultative anaerobe"
164525,"GDMCC1.1570, WCHEs120001","JCM 33347, GDMCC 1.1570, NCTC 14272",1,"Kosakonia quasisacchari","facultative anaerobe"
4370,D5/23,"CCUG 50898, DSM 16656, CIP 108468, LMG 23767",1,"Kosakonia radicincitans",aerobe
17072,S304,"DSM 22549, JCM 15790, NBRC 109616",1,"Kosmotoga arenicorallina",anaerobe
17071,,"DSM 21960, ATCC BAA 1733, TBF 19.5.1",1,"Kosmotoga olearia",anaerobe
131351,SLHLJ1,"DSM 26965, JCM 19180, MCCC 1A00641, UBOCC 3254",1,"Kosmotoga pacifica",anaerobe
17073,2SM-2,"DSM 22460, ACCC 00496",1,"Kosmotoga shengliensis",anaerobe
58,YO-3,"DSM 14400, IFO 16664, JCM 11301, NBRC 16664, NRIC 0488, CCUG 48823, CCM 7137, NCIMB 14242",1,"Kozakia baliensis","obligate aerobe"
12605,,"DSM 21481, CCTCC AA 208024, JCM 16551, CC 0387",1,"Krasilnikoviella flava",aerobe
,,,,,"facultative anaerobe"
133327,T6220-5-2b,"JCM 28789, NCIMB 15040, DSM 111259",1,"Krasilnikoviella muralis","facultative anaerobe"
11083,,"DSM 24683, NBRC 107914, XMU 198",1,"Kribbella amoyensis",aerobe
11081,,"DSM 19601, JCM 14968, BC 631, NBRC 105864",1,"Kribbella catacumbae",aerobe
133358,SL15-1,"CGMCC 1.15906, KCTC 39825",1,"Kribbella deserti",aerobe
23163,,"DSM 23718, JCM 30548, NRRL B-24812, PIP 118",1,"Kribbella endophytica",aerobe
11078,,"DSM 17941, KCTC 19134, CCUG 52477, Gsoil 001, JCM 16928, NBRC 107353",1,"Kribbella ginsengisoli",aerobe
11080,S1.4T,"DSM 19227, JCM 15572, NRRL B-24553, NBRC 105866",1,"Kribbella hippodromi",aerobe
157980,"NEAU-THZ 27","DSM 105535, CGMCC 4.7504, NEAU THZ 27",1,"Kribbella jiaozuonensis",aerobe
11074,"Q 41","DSM 17344, CIP 109290, NBRC 101884, NRRL B-24425, JCM 14304, BCRC 16842",1,"Kribbella karoonensis",aerobe
11071,LU14,"DSM 16683, CIP 109212, LMG 22957, NBRC 101883, JCM 14303, BCRC 16829, NCIMB 14381",1,"Kribbella lupini",aerobe
158430,NEAU-SW521,"DSM 105770, CGMCC 4.7465",1,"Kribbella monticola",aerobe
132535,,"DSM 23717, NRRL B-24813, PIP 158",1,"Kribbella pittospori",aerobe
11082,,"DSM 19602, JCM 14969, BC 633, NBRC 105865",1,"Kribbella sancticallisti",aerobe
24246,,"DSM 45490, CCUG 61792, UTMC 693",1,"Kribbella shirazensis",aerobe
140362,FSN23,"DSM 27082, KCTC 29220",1,"Kribbella sindirgiensis",aerobe
11075,HMC25,"DSM 17345, CIP 109291, NBRC 101885, NRRL B-24426, JCM 14305, BCRC 16843",1,"Kribbella swartbergensis",aerobe
164414,16K104,"JCM 32914, KCTC 49224",1,"Kribbella turkmenica",aerobe
6308,N113,"DSM 19080, CIP 109429, JCM 13585, KCTC 19143, CCUG 57109, NBRC 106261, NCIMB 14449",1,"Kribbia dieselivorans",aerobe
5738,,"DSM 19886, KCTC 22188, KMM 3665, JCM 11734, CECT 7617",1,"Kriegella aquimaris",aerobe
16787,"JFMB-ATE, thermophiler Actinomycet","DSM 45196, CCUG 59226, NRRL B-24804",1,"Kroppenstedtia eburnea",aerobe
154623,,"CCUG 54615",0,"Kroppenstedtia eburnea",microaerophile
134014,GD02,"CGMCC 1.12404, KCTC 29149",1,"Kroppenstedtia guangzhouensis",aerobe
132400,"165-08, W9323","DSM 45752, CCUG 68107",1,"Kroppenstedtia pulmonis",aerobe
132399,X0209,"DSM 45749, CCUG 38657",1,"Kroppenstedtia sanguinis",aerobe
156984,,"CCUG 68108",0,"Kroppenstedtia sanguinis",aerobe
17649,SOSP1-21,"DSM 44963",1,"Ktedonobacter racemifer",aerobe
11954,"F 64/100","DSM 20580, ATCC 33403, NCIB 9878, NCTC 10597, CCUG 38890, JCM 6101, CIP 103249, LMG 17318, NBRC 101529, NCIMB 9878, VKM B-1568",1,"Kurthia zopfii",aerobe
6084,A10,"DSM 21353, CCM 7415, CECT 7220, JCM 18992, JCM 15469",1,"Kushneria aurantia",aerobe
6083,Mw2a,"DSM 23439, CECT 7193, CIP 109711, JCM 18993, CCM 7396",1,"Kushneria avicenniae",aerobe
159725,EAod7,"CECT 9075, LMG 29858",1,"Kushneria endophytica",aerobe
132885,CG2.1,"DSM 14324, CECT 5902, CIP 109528, LMG 23625, JCM 19369",1,"Kushneria indalinina",aerobe
140736,X49,"KACC 14623, JCM 16805",1,"Kushneria konosiri","obligate aerobe"
159726,EAod3,"CECT 9073, LMG 29856",1,"Kushneria phyllosphaerae",aerobe
6085,Z35,"DSM 23229, CCTCC AB 209027, NRRL B-59197",1,"Kushneria sinocarnis",aerobe
155497,,"CCUG 57890",0,"Kushneria sp.",aerobe
13296,"A-T 1846","DSM 45791, BCC 29373, NBRC 107931",1,"Kutzneria buriramensis",aerobe
158437,EA-1,"DSM 106492, CCOS 1194",1,"Kyrpidia spormannii",aerobe
3930,"02-St-019/1, 02-St-19/1","DSM 22179, CCM 7639, CCUG 57578, JCM 17971",1,"Kytococcus aerolatus",aerobe
3929,K8356/99,"DSM 13884, CCM 4918, CCUG 52422, JCM 12136, Muenster 2000, BCRC 17473, CIP 107681, IFM 10530",1,"Kytococcus schroeteri",aerobe
152479,,"CCUG 46902",0,"Kytococcus schroeteri",aerobe
154312,,"CCUG 53030",0,"Kytococcus schroeteri",aerobe
154318,,"CCUG 53051",0,"Kytococcus schroeteri",aerobe
154731,,"CCUG 55005",0,"Kytococcus schroeteri",aerobe
155040,,"CCUG 56218",0,"Kytococcus schroeteri",aerobe
155967,,"CCUG 59814",0,"Kytococcus schroeteri",microaerophile
156294,,"CCUG 61087",0,"Kytococcus schroeteri",microaerophile
156696,,"CCUG 64182",0,"Kytococcus schroeteri",aerobe
3928,541,"CCUG 33030, DSM 20547, ATCC 14392, CCM 314, JCM 11482, BCRC 17469, CECT 4619, CIP 81.72, IAM 13003, IFO 15357, IMSNU 21324, LMG 14228, NBRC 15357, NCIMB 13236, NCIMB 14423, NCMB 555, NCTC 11040, VKM Ac-2222, VKM B-1316, VKM B-1824",1,"Kytococcus sedentarius",aerobe
3927,"DM 51","DSM 20317, CCM 2699, CCUG 33031, LMG 14230",0,"Kytococcus sedentarius",aerobe
154013,,"CCUG 51978 A",0,"Kytococcus sedentarius",aerobe
156446,,"CCUG 61828",0,"Kytococcus sedentarius",aerobe
157028,,"CCUG 68742",0,"Kytococcus sedentarius",aerobe
154679,,"CCUG 54824",0,"Kytococcus sp.",microaerophile
13517,RS-49,"DSM 45361, KCTC 19662, JCM 31489",1,"Labedaea rhizosphaerae",aerobe
130416,,"DSM 28746, CPCC 203961, JCM 30092, KCTC 29494, EGI 6500705",1,"Labedella endophytica",aerobe
7497,KSW2-17,"DSM 21548, JCM 14008, KCTC 19176, NBRC 106262",1,"Labedella gwakjiensis",aerobe
133336,HQYD1,"MCCC 1K02304, KCTC 42583",1,"Saccharicrinis aurantiacus","facultative anaerobe"
166111,SPP2,"NBRC 111151, CECT 9460",1,"Labilibaculum antarcticum","facultative anaerobe"
156315,,"CCUG 61128",0,"Roseibium aggregatum",aerobe
17410,JLW10,"DSM 16812, ATCC BAA 1080, JCM 21796, IAM 15351",1,"Labrys methylaminiphila",aerobe
17412,G24103,"DSM 18384, NBRC 101365, NCIMB 14143",1,"Labrys miyagiensis",aerobe
134210,Liujia-146,"BCRC 17578, LMG 23578",1,"Labrys neptuniae",aerobe
17413,,"DSM 18385, CIP 109597, MAFF 210191",1,"Labrys okinawensis",aerobe
17411,"F 11","DSM 17916, LMG 23412",1,"Labrys portucalensis",aerobe
17414,W1215-PCA-4,"DSM 19619, NRRL B-51088",1,"Labrys wisconsinensis","facultative anaerobe"
16746,"Sea 37","DSM 44608, ATCC 49853, CUB 927, JCM 8091, KCTC 3666, NCIMB 12324, VKM Ac-1431, CCUG 54950",1,"Laceyella putida",aerobe
16741,"A 978","DSM 43356, ATCC 27375, CBS 701.70, CUB 618, IFO 13920, KCTC 9790, NBRC 13920, NCIB 10486, NCTC 10721, CCUG 7967, CBS 7001.70, JCM 3137, BCRC 13341, CCM 3274, CECT 5332, IMET 9713, JCM 3214, KACC 20089, LMG 21518, LMG 21673, MTCC 955, NCIMB 10486, NRRL B-16981, PCM 2375, VKM Ac-1360, VTT E-011981, PCM 237",1,"Laceyella sacchari",aerobe
16748,RHA1,"DSM 45263, CCTCC AA 208058",1,"Laceyella sediminis",aerobe
140689,,"CCTC AB 2015040, NBRC 110772, YIM 79486, DSM 46882, JCM 30657, BCRC 16987, CCTCC AB 2015040",0,"Laceyella sp.",aerobe
