"guideline"	"method"	"site"	"mo"	"mo_name"	"rank_index"	"ab"	"ab_name"	"ref_tbl"	"disk_dose"	"breakpoint_S"	"breakpoint_R"	"uti"
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"ETP"	"Ertapenem"	"Table 2A"	"10ug"	22	18	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"ETP"	"Ertapenem"	"Table 2A"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_AERMN"	"Aeromonas"	3	"ETP"	"Ertapenem"	"M45 Table 2"	"10ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_AERMN"	"Aeromonas"	3	"ETP"	"Ertapenem"	"M45 Table 3"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"ETP"	"Ertapenem"	"Table 2E"	"10ug"	19	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"ETP"	"Ertapenem"	"Table 2E"		0.5	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"ETP"	"Ertapenem"	"Table 2E"	"10ug"	19	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"ETP"	"Ertapenem"	"Table 2E"		0.5	2048	FALSE
"CLSI 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"ETP"	"Ertapenem"	"Table 2H-1"		1	2048	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"ETP"	"Ertapenem"	"Table 2G"		1	4	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"ETP"	"Ertapenem"	"Table 2H-2"		1	2048	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"FDC"	"Cefiderocol"	"Table 2A"	"30ug"	16	8	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"FDC"	"Cefiderocol"	"Table 2A"		4	16	FALSE
"CLSI 2022"	"DISK"	"Parenteral"	"B_ACNTB"	"Acinetobacter"	3	"FDC"	"Cefiderocol"	"Table 2B-2"	"30ug"	15	6	FALSE
"CLSI 2022"	"MIC"	"Parenteral"	"B_ACNTB"	"Acinetobacter"	3	"FDC"	"Cefiderocol"	"Table 2B-2"		4	16	FALSE
"CLSI 2022"	"DISK"	"Parenteral"	"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"FDC"	"Cefiderocol"	"Table 2B-1"	"30ug"	18	12	FALSE
"CLSI 2022"	"MIC"	"Parenteral"	"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"FDC"	"Cefiderocol"	"Table 2B-1"		4	16	FALSE
"CLSI 2022"	"DISK"	"Parenteral"	"B_STNTR_MLTP"	"Stenotrophomonas maltophilia"	2	"FDC"	"Cefiderocol"	"Table 2B-4"	"30ug"	15	6	FALSE
"CLSI 2022"	"MIC"	"Parenteral"	"B_STNTR_MLTP"	"Stenotrophomonas maltophilia"	2	"FDC"	"Cefiderocol"	"Table 2B-4"		1	2048	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"FEP"	"Cefepime"	"Table 2A"	"30ug"	25	18	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"FEP"	"Cefepime"	"Table 2A"		2	16	FALSE
"CLSI 2022"	"MIC"		"B_ABTRP"	"Abiotrophia"	3	"FEP"	"Cefepime"	"M45 Table 1"		1	4	FALSE
"CLSI 2022"	"DISK"	"Parenteral"	"B_ACNTB"	"Acinetobacter"	3	"FEP"	"Cefepime"	"Table 2B-2"	"30ug"	18	14	FALSE
"CLSI 2022"	"MIC"	"Parenteral"	"B_ACNTB"	"Acinetobacter"	3	"FEP"	"Cefepime"	"Table 2B-2"		8	32	FALSE
"CLSI 2022"	"DISK"		"B_AERMN"	"Aeromonas"	3	"FEP"	"Cefepime"	"M45 Table 2"	"30ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_AERMN"	"Aeromonas"	3	"FEP"	"Cefepime"	"M45 Table 3"		2	16	FALSE
"CLSI 2022"	"MIC"	"Parenteral"	"B_GRAMN"	"(unknown Gram-negatives)"	2	"FEP"	"Cefepime"	"Table 2B-5"		8	32	FALSE
"CLSI 2022"	"MIC"		"B_GRNLC"	"Granulicatella"	3	"FEP"	"Cefepime"	"M45 Table 1"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"FEP"	"Cefepime"	"Table 2E"	"30ug"	26	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"FEP"	"Cefepime"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"FEP"	"Cefepime"	"Table 2E"	"30ug"	26	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"FEP"	"Cefepime"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"FEP"	"Cefepime"	"Table 2F"	"30ug"	31	6	FALSE
"CLSI 2022"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"FEP"	"Cefepime"	"Table 2F"		0.5	2048	FALSE
"CLSI 2022"	"DISK"	"Parenteral"	"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"FEP"	"Cefepime"	"Table 2B-1"	"30ug"	18	14	FALSE
"CLSI 2022"	"MIC"	"Parenteral"	"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"FEP"	"Cefepime"	"Table 2B-1"		8	32	FALSE
"CLSI 2022"	"DISK"		"B_STRPT"	"Streptococcus"	3	"FEP"	"Cefepime"	"Table 2H-1"	"30ug"	24	6	FALSE
"CLSI 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"FEP"	"Cefepime"	"Table 2H-1"		0.5	2048	FALSE
"CLSI 2022"	"MIC"	"Meningitis"	"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"FEP"	"Cefepime"	"Table 2G"		0.5	2	FALSE
"CLSI 2022"	"MIC"	"Non-meningitis"	"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"FEP"	"Cefepime"	"Table 2G"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"FEP"	"Cefepime"	"Table 2H-2"	"30ug"	24	21	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"FEP"	"Cefepime"	"Table 2H-2"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_VIBRI"	"Vibrio"	3	"FEP"	"Cefepime"	"M45 Table 20"	"30ug"	25	18	FALSE
"CLSI 2022"	"MIC"		"B_VIBRI"	"Vibrio"	3	"FEP"	"Cefepime"	"M45 Table 20"		2	16	FALSE
"CLSI 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"FEP"	"Cefepime"	"M45 Table 1"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"FLE"	"Fleroxacin"	"Table 2A"	"5ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"FLE"	"Fleroxacin"	"Table 2A"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"FLE"	"Fleroxacin"	"Table 2E"	"5ug"	19	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"FLE"	"Fleroxacin"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"FLE"	"Fleroxacin"	"Table 2E"	"5ug"	19	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"FLE"	"Fleroxacin"	"Table 2E"		2	2048	FALSE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"FLE"	"Fleroxacin"	"Table 2C"	"5ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"FLE"	"Fleroxacin"	"Table 2C"		2	8	FALSE
"CLSI 2022"	"DISK"		"F_CANDD"	"Candida"	3	"FLU"	"Fluconazole"	"Table 1"		50	14	FALSE
"CLSI 2022"	"MIC"		"F_CANDD"	"Candida"	3	"FLU"	"Fluconazole"	"Table 1"		0.001	64	FALSE
"CLSI 2022"	"DISK"		"F_CANDD_ALBC"	"Candida albicans"	2	"FLU"	"Fluconazole"	"Table 1"		17	13	FALSE
"CLSI 2022"	"MIC"		"F_CANDD_ALBC"	"Candida albicans"	2	"FLU"	"Fluconazole"	"Table 1"		2	8	FALSE
"CLSI 2022"	"DISK"		"F_CANDD_PRPS"	"Candida parapsilosis"	2	"FLU"	"Fluconazole"	"Table 1"		17	13	FALSE
"CLSI 2022"	"MIC"		"F_CANDD_PRPS"	"Candida parapsilosis"	2	"FLU"	"Fluconazole"	"Table 1"		2	8	FALSE
"CLSI 2022"	"DISK"		"F_CANDD_TRPC"	"Candida tropicalis"	2	"FLU"	"Fluconazole"	"Table 1"		17	13	FALSE
"CLSI 2022"	"MIC"		"F_CANDD_TRPC"	"Candida tropicalis"	2	"FLU"	"Fluconazole"	"Table 1"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_ENTRC"	"Enterococcus"	3	"FOS"	"Fosfomycin"	"Table 2D"	"200ug"	16	12	FALSE
"CLSI 2022"	"MIC"		"B_ENTRC"	"Enterococcus"	3	"FOS"	"Fosfomycin"	"Table 2D"		64	256	FALSE
"CLSI 2022"	"DISK"		"B_ESCHR_COLI"	"Escherichia coli"	2	"FOS"	"Fosfomycin"	"Table 2A"	"200ug"	16	12	FALSE
"CLSI 2022"	"MIC"		"B_ESCHR_COLI"	"Escherichia coli"	2	"FOS"	"Fosfomycin"	"Table 2A"		64	256	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"FOX"	"Cefoxitin"	"Table 2A"	"30ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"FOX"	"Cefoxitin"	"Table 2A"		8	32	FALSE
"CLSI 2022"	"DISK"		"B_AERMN"	"Aeromonas"	3	"FOX"	"Cefoxitin"	"M45 Table 2"	"30ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_AERMN"	"Aeromonas"	3	"FOX"	"Cefoxitin"	"M45 Table 3"		8	32	FALSE
"CLSI 2022"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"FOX"	"Cefoxitin"	"Table 2F"	"30ug"	28	23	FALSE
"CLSI 2022"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"FOX"	"Cefoxitin"	"Table 2F"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"FOX"	"Cefoxitin"	"Table 2C"	"30ug"	25	24	FALSE
"CLSI 2022"	"DISK"		"B_STPHY_AURS"	"Staphylococcus aureus"	2	"FOX"	"Cefoxitin"	"Table 2C"	"30ug"	22	21	FALSE
"CLSI 2022"	"MIC"		"B_STPHY_AURS"	"Staphylococcus aureus"	2	"FOX"	"Cefoxitin"	"Table 2C"		4	8	FALSE
"CLSI 2022"	"DISK"		"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"FOX"	"Cefoxitin"	"Table 2C"	"30ug"	22	21	FALSE
"CLSI 2022"	"MIC"		"B_STPHY_COPS"	"Coagulase-positive Staphylococcus (CoPS)"	2	"FOX"	"Cefoxitin"	"Table 2C"		4	8	FALSE
"CLSI 2022"	"DISK"		"B_STPHY_EPDR"	"Staphylococcus epidermidis"	2	"FOX"	"Cefoxitin"	"Table 2C"	"30ug"	25	24	FALSE
"CLSI 2022"	"DISK"		"B_STPHY_LGDN"	"Staphylococcus lugdunensis"	2	"FOX"	"Cefoxitin"	"Table 2C"	"30ug"	22	21	FALSE
"CLSI 2022"	"MIC"		"B_STPHY_LGDN"	"Staphylococcus lugdunensis"	2	"FOX"	"Cefoxitin"	"Table 2C"		4	8	FALSE
"CLSI 2022"	"DISK"		"B_VIBRI"	"Vibrio"	3	"FOX"	"Cefoxitin"	"M45 Table 20"	"30ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_VIBRI"	"Vibrio"	3	"FOX"	"Cefoxitin"	"M45 Table 20"		8	32	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"GAT"	"Gatifloxacin"	"Table 2A"	"5ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"GAT"	"Gatifloxacin"	"Table 2A"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_ACNTB"	"Acinetobacter"	3	"GAT"	"Gatifloxacin"	"Table 2B-2"	"5ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"GAT"	"Gatifloxacin"	"Table 2B-2"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_ENTRC"	"Enterococcus"	3	"GAT"	"Gatifloxacin"	"Table 2D"	"5ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_ENTRC"	"Enterococcus"	3	"GAT"	"Gatifloxacin"	"Table 2D"		2	8	FALSE
"CLSI 2022"	"MIC"		"B_GRAMN"	"(unknown Gram-negatives)"	2	"GAT"	"Gatifloxacin"	"Table 2B-5"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"GAT"	"Gatifloxacin"	"Table 2E"	"5ug"	18	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"GAT"	"Gatifloxacin"	"Table 2E"		1	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"GAT"	"Gatifloxacin"	"Table 2E"	"5ug"	18	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"GAT"	"Gatifloxacin"	"Table 2E"		1	2048	FALSE
"CLSI 2022"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"GAT"	"Gatifloxacin"	"Table 2F"	"5ug"	38	33	FALSE
"CLSI 2022"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"GAT"	"Gatifloxacin"	"Table 2F"		0.125	0.5	FALSE
"CLSI 2022"	"DISK"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"GAT"	"Gatifloxacin"	"Table 2B-1"	"5ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"GAT"	"Gatifloxacin"	"Table 2B-1"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"GAT"	"Gatifloxacin"	"Table 2C"	"10ug"	23	19	FALSE
"CLSI 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"GAT"	"Gatifloxacin"	"Table 2C"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_STRPT"	"Streptococcus"	3	"GAT"	"Gatifloxacin"	"Table 2H-1"	"5ug"	21	17	FALSE
"CLSI 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"GAT"	"Gatifloxacin"	"Table 2H-1"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"GAT"	"Gatifloxacin"	"Table 2G"	"5ug"	21	17	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"GAT"	"Gatifloxacin"	"Table 2G"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"GAT"	"Gatifloxacin"	"Table 2H-2"	"5ug"	21	17	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"GAT"	"Gatifloxacin"	"Table 2H-2"		1	4	FALSE
"CLSI 2022"	"MIC"		"UNKNOWN"	"(unknown name)"	6	"GAT"	"Gatifloxacin"	"M45 Table 1"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_ENTRC"	"Enterococcus"	3	"GEH"	"Gentamicin-high"	"Table 2D"	"120ug"	10	6	FALSE
"CLSI 2022"	"MIC"		"B_ENTRC"	"Enterococcus"	3	"GEH"	"Gentamicin-high"	"Table 2D"		512	560	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"GEM"	"Gemifloxacin"	"Table 2E"	"5ug"	18	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"GEM"	"Gemifloxacin"	"Table 2E"		0.125	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"GEM"	"Gemifloxacin"	"Table 2E"	"5ug"	18	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"GEM"	"Gemifloxacin"	"Table 2E"		0.125	2048	FALSE
"CLSI 2022"	"DISK"		"B_KLBSL_PNMN"	"Klebsiella pneumoniae"	2	"GEM"	"Gemifloxacin"	"Table 2A"	"5ug"	20	15	FALSE
"CLSI 2022"	"MIC"		"B_KLBSL_PNMN"	"Klebsiella pneumoniae"	2	"GEM"	"Gemifloxacin"	"Table 2A"		0.25	1	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"GEM"	"Gemifloxacin"	"Table 2G"	"5ug"	23	19	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"GEM"	"Gemifloxacin"	"Table 2G"		0.125	0.5	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"GEN"	"Gentamicin"	"Table 2A"	"10ug"	15	12	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"GEN"	"Gentamicin"	"Table 2A"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_ACNTB"	"Acinetobacter"	3	"GEN"	"Gentamicin"	"Table 2B-2"	"10ug"	15	12	FALSE
"CLSI 2022"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"GEN"	"Gentamicin"	"Table 2B-2"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_AERMN"	"Aeromonas"	3	"GEN"	"Gentamicin"	"M45 Table 2"	"10ug"	15	12	FALSE
"CLSI 2022"	"MIC"		"B_AERMN"	"Aeromonas"	3	"GEN"	"Gentamicin"	"M45 Table 3"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_BCLLS"	"Bacillus"	3	"GEN"	"Gentamicin"	"M45 Table 4"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_BRCLL"	"Brucella"	3	"GEN"	"Gentamicin"	"M45 Table 21"		4	2048	FALSE
"CLSI 2022"	"MIC"		"B_ENTRC"	"Enterococcus"	3	"GEN"	"Gentamicin"	"Table 2D"		512	560	FALSE
"CLSI 2022"	"MIC"		"B_FRNCS_TLRN"	"Francisella tularensis"	2	"GEN"	"Gentamicin"	"M45 Table 21"		4	2048	FALSE
"CLSI 2022"	"MIC"		"B_GRAMN"	"(unknown Gram-negatives)"	2	"GEN"	"Gentamicin"	"Table 2B-5"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_LCTBC"	"Lactobacillus"	3	"GEN"	"Gentamicin"	"M45 Table 11"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"GEN"	"Gentamicin"	"Table 2B-1"	"10ug"	15	12	FALSE
"CLSI 2022"	"MIC"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"GEN"	"Gentamicin"	"Table 2B-1"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"GEN"	"Gentamicin"	"Table 2C"	"10ug"	15	12	FALSE
"CLSI 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"GEN"	"Gentamicin"	"Table 2C"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_VIBRI"	"Vibrio"	3	"GEN"	"Gentamicin"	"M45 Table 20"	"10ug"	15	12	FALSE
"CLSI 2022"	"MIC"		"B_VIBRI"	"Vibrio"	3	"GEN"	"Gentamicin"	"M45 Table 20"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_YERSN_PSTS"	"Yersinia pestis"	2	"GEN"	"Gentamicin"	"M45 Table 21"		4	16	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"GRX"	"Grepafloxacin"	"Table 2A"	"5ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"GRX"	"Grepafloxacin"	"Table 2A"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"GRX"	"Grepafloxacin"	"Table 2E"	"5ug"	24	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"GRX"	"Grepafloxacin"	"Table 2E"		0.5	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"GRX"	"Grepafloxacin"	"Table 2E"	"5ug"	24	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"GRX"	"Grepafloxacin"	"Table 2E"		0.5	2048	FALSE
"CLSI 2022"	"DISK"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"GRX"	"Grepafloxacin"	"Table 2F"	"5ug"	37	27	FALSE
"CLSI 2022"	"MIC"		"B_NESSR_GNRR"	"Neisseria gonorrhoeae"	2	"GRX"	"Grepafloxacin"	"Table 2F"		0.064	1	FALSE
"CLSI 2022"	"DISK"		"B_STPHY"	"Staphylococcus"	3	"GRX"	"Grepafloxacin"	"Table 2C"	"5ug"	18	14	FALSE
"CLSI 2022"	"MIC"		"B_STPHY"	"Staphylococcus"	3	"GRX"	"Grepafloxacin"	"Table 2C"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_STRPT"	"Streptococcus"	3	"GRX"	"Grepafloxacin"	"Table 2H-1"	"5ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_STRPT"	"Streptococcus"	3	"GRX"	"Grepafloxacin"	"Table 2H-1"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"GRX"	"Grepafloxacin"	"Table 2G"	"5ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_PNMN"	"Streptococcus pneumoniae"	2	"GRX"	"Grepafloxacin"	"Table 2G"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"GRX"	"Grepafloxacin"	"Table 2H-2"	"5ug"	19	15	FALSE
"CLSI 2022"	"MIC"		"B_STRPT_VIRI"	"Viridans Group Streptococcus (VGS)"	2	"GRX"	"Grepafloxacin"	"Table 2H-2"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"IMR"	"Imipenem/relebactam"	"Table 2A"	"10/25ug"	25	20	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"IMR"	"Imipenem/relebactam"	"Table 2A"		1	4	FALSE
"CLSI 2022"	"DISK"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"IMR"	"Imipenem/relebactam"	"Table 2B-1"	"10/25ug"	23	19	FALSE
"CLSI 2022"	"MIC"		"B_PSDMN_AERG"	"Pseudomonas aeruginosa"	2	"IMR"	"Imipenem/relebactam"	"Table 2B-1"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"IPM"	"Imipenem"	"Table 2A"	"10ug"	23	19	FALSE
"CLSI 2022"	"MIC"		"B_[ORD]_ENTRBCTR"	"Enterobacterales"	5	"IPM"	"Imipenem"	"Table 2A"		1	4	FALSE
"CLSI 2022"	"MIC"		"B_ABTRP"	"Abiotrophia"	3	"IPM"	"Imipenem"	"M45 Table 1"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_ACNTB"	"Acinetobacter"	3	"IPM"	"Imipenem"	"Table 2B-2"	"10ug"	22	18	FALSE
"CLSI 2022"	"MIC"		"B_ACNTB"	"Acinetobacter"	3	"IPM"	"Imipenem"	"Table 2B-2"		2	8	FALSE
"CLSI 2022"	"DISK"		"B_AERMN"	"Aeromonas"	3	"IPM"	"Imipenem"	"M45 Table 2"	"10ug"	16	13	FALSE
"CLSI 2022"	"MIC"		"B_AERMN"	"Aeromonas"	3	"IPM"	"Imipenem"	"M45 Table 3"		1	4	FALSE
"CLSI 2022"	"MIC"		"B_AGGRG"	"Aggregatibacter"	3	"IPM"	"Imipenem"	"M45 Table 9"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_BCLLS"	"Bacillus"	3	"IPM"	"Imipenem"	"M45 Table 4"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_BRKHL_MALL"	"Burkholderia mallei"	2	"IPM"	"Imipenem"	"M45 Table 21"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_BRKHL_PSDM"	"Burkholderia pseudomallei"	2	"IPM"	"Imipenem"	"M45 Table 21"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_CRDBC"	"Cardiobacterium"	3	"IPM"	"Imipenem"	"M45 Table 9"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_EKNLL_CRRD"	"Eikenella corrodens"	2	"IPM"	"Imipenem"	"M45 Table 9"		0.5	2	FALSE
"CLSI 2022"	"MIC"		"B_GRAMN"	"(unknown Gram-negatives)"	2	"IPM"	"Imipenem"	"Table 2B-5"		4	16	FALSE
"CLSI 2022"	"MIC"		"B_GRNLC"	"Granulicatella"	3	"IPM"	"Imipenem"	"M45 Table 1"		0.5	2	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"IPM"	"Imipenem"	"Table 2E"	"10ug"	16	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_INFL"	"Haemophilus influenzae"	2	"IPM"	"Imipenem"	"Table 2E"		4	2048	FALSE
"CLSI 2022"	"DISK"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"IPM"	"Imipenem"	"Table 2E"	"10ug"	16	6	FALSE
"CLSI 2022"	"MIC"		"B_HMPHL_PRNF"	"Haemophilus parainfluenzae"	2	"IPM"	"Imipenem"	"Table 2E"		4	2048	FALSE
