GUIDELINES	TESTMETHOD	POTENCY	ORG_CODE	BREAKPOINT_TYPE	HOST	SITE_INF	REF_TABLE	REF_SEQ	WHON5_CODE	WHON5_TEST	DISK_R	DISK_I	DISK_S	MIC_S	MIC_R
EUCST15	MIC		spn	Human	Human		Pneumo	185.00	AZM	AZM_EM				0.25	1
EUCST15	MIC		spn	Human	Human		Pneumo	186.00	CLR	CLR_EM				0.25	1
EUCST15	MIC		spn	Human	Human		Pneumo	187.00	ERY	ERY_EM				0.25	1
EUCST15	MIC		spn	Human	Human		Pneumo	188.00	RXT	RXT_EM				0.5	2
EUCST15	MIC		spn	Human	Human		Pneumo	189.00	TLT	TLT_EM				0.25	1
EUCST15	MIC		spn	Human	Human		Pneumo	190.00	CLI	CLI_EM				0.5	1
EUCST15	MIC		spn	Human	Human		Pneumo	191.00	DOX	DOX_EM				1	4
EUCST15	MIC		spn	Human	Human		Pneumo	192.00	MNO	MNO_EM				0.5	2
EUCST15	MIC		spn	Human	Human		Pneumo	193.00	TCY	TCY_EM				1	4
EUCST15	MIC		spn	Human	Human		Pneumo	194.00	CHL	CHL_EM				8	16
EUCST15	MIC		spn	Human	Human		Pneumo	195.00	LNZ	LNZ_EM				2	8
EUCST15	MIC		spn	Human	Human		Pneumo	196.00	RIF	RIF_EM				0.064	1
EUCST15	MIC		spn	Human	Human		Pneumo	197.00	SXT	SXT_EM				1	4
EUCST15	MIC		SVI	Human	Human		Viridans strept	198.00	PEN	PEN_EM				0.25	4
EUCST15	MIC		SVI	Human	Human		Viridans strept	200.00	AMP	AMP_EM				0.5	4
EUCST15	MIC		SVI	Human	Human		Viridans strept	201.00	AMX	AMX_EM				0.5	4
EUCST15	MIC		SVI	Human	Human		Viridans strept	202.00	CZO	CZO_EM				0.5	1
EUCST15	MIC		SVI	Human	Human		Viridans strept	203.00	FEP	FEP_EM				0.5	1
EUCST15	MIC		SVI	Human	Human		Viridans strept	204.00	CTX	CTX_EM				0.5	1
EUCST15	MIC		SVI	Human	Human		Viridans strept	205.00	CRO	CRO_EM				0.5	1
EUCST15	MIC		SVI	Human	Human		Viridans strept	206.00	CXM	CXM_EM				0.5	1
EUCST15	MIC		SVI	Human	Human		Viridans strept	207.00	DOR	DOR_EM				1	2
EUCST15	MIC		SVI	Human	Human		Viridans strept	208.00	ETP	ETP_EM				0.5	1
EUCST15	MIC		SVI	Human	Human		Viridans strept	209.00	IPM	IPM_EM				2	4
EUCST15	MIC		SVI	Human	Human		Viridans strept	210.00	MEM	MEM_EM				2	4
EUCST15	MIC		SVI	Human	Human		Viridans strept	211.00	TEC	TEC_EM				2	4
EUCST15	MIC		SVI	Human	Human		Viridans strept	212.00	VAN	VAN_EM				2	4
EUCST15	MIC		SVI	Human	Human		Viridans strept	213.00	CLI	CLI_EM				0.5	1
EUCST15	MIC		HIN	Human	Human		H. influenaza	215.00	AMP	AMP_EM				1	2
EUCST15	MIC		HIN	Human	Human		H. influenaza	216.00	SAM	SAM_EM				1	2
EUCST15	MIC		HIN	Human	Human		H. influenaza	217.00	AMX	AMX_EM				2	4
EUCST15	MIC		HIN	Human	Human		H. influenaza	218.00	AMC	AMC_EM				2	4
EUCST15	MIC		HIN	Human	Human		H. influenaza	219.00	FEP	FEP_EM				0.25	0.5
EUCST15	MIC		HIN	Human	Human		H. influenaza	220.00	FIX	FIX_EM				0.125	0.25
EUCST15	MIC		HIN	Human	Human		H. influenaza	221.00	CTX	CTX_EM				0.125	0.25
EUCST15	MIC		HIN	Human	Human		H. influenaza	222.00	CPD	CPD_EM				0.25	1
EUCST15	MIC		HIN	Human	Human		H. influenaza	223.00	CPT	CPT_EM				0.032	0.06
EUCST15	MIC		HIN	Human	Human		H. influenaza	224.00	CTB	CTB_EM				1	2
EUCST15	MIC		HIN	Human	Human		H. influenaza	225.00	CRO	CRO_EM				0.125	0.25
EUCST15	MIC		HIN	Human	Human	IV	H. influenaza	226.00	CXM	CXM_EM				1	4
EUCST15	MIC		HIN	Human	Human	Oral	H. influenaza	227.00	CXM	CXM_EM				0.125	2
EUCST15	MIC		HIN	Human	Human		H. influenaza	228.00	DOR	DOR_EM				1	2
EUCST15	MIC		HIN	Human	Human		H. influenaza	229.00	ETP	ETP_EM				0.5	1
EUCST15	MIC		HIN	Human	Human		H. influenaza	230.00	IPM	IPM_EM				2	4
EUCST15	MIC		HIN	Human	Human	Non-meningitis	H. influenaza	231.00	MEM	MEM_EM				2	4
EUCST15	MIC		HIN	Human	Human	Meningitis	H. influenaza	232.00	MEM	MEM_EM				0.25	2
EUCST15	MIC		HIN	Human	Human		H. influenaza	233.00	CIP	CIP_EM				0.5	1
EUCST15	MIC		HIN	Human	Human		H. influenaza	234.00	LVX	LVX_EM				1	2
EUCST15	MIC		HIN	Human	Human		H. influenaza	235.00	MFX	MFX_EM				0.5	1
EUCST15	MIC		HIN	Human	Human		H. influenaza	237.00	OFX	OFX_EM				0.5	1
EUCST15	MIC		HIN	Human	Human		H. influenaza	238.00	AZM	AZM_EM				0.125	8
EUCST15	MIC		HIN	Human	Human		H. influenaza	239.00	CLR	CLR_EM				1	64
EUCST15	MIC		HIN	Human	Human		H. influenaza	240.00	ERY	ERY_EM				0.5	32
EUCST15	MIC		HIN	Human	Human		H. influenaza	241.00	RXT	RXT_EM				1	32
EUCST15	MIC		HIN	Human	Human		H. influenaza	242.00	TLT	TLT_EM				0.125	16
EUCST15	MIC		HIN	Human	Human		H. influenaza	243.00	DOX	DOX_EM				1	4
EUCST15	MIC		HIN	Human	Human		H. influenaza	244.00	MNO	MNO_EM				1	4
EUCST15	MIC		HIN	Human	Human		H. influenaza	245.00	TCY	TCY_EM				1	4
EUCST15	MIC		HIN	Human	Human		H. influenaza	246.00	CHL	CHL_EM				2	4
EUCST15	MIC		HIN	Human	Human	Prophylaxis	H. influenaza	247.00	RIF	RIF_EM				1	2
EUCST15	MIC		HIN	Human	Human		H. influenaza	248.00	SXT	SXT_EM				0.5	2
EUCST15	MIC		bca	Human	Human		M. cattharalis	249.00	SAM	SAM_EM				1	2
EUCST15	MIC		bca	Human	Human		M. cattharalis	250.00	AMC	AMC_EM				1	2
EUCST15	MIC		bca	Human	Human		M. cattharalis	251.00	FEP	FEP_EM				4	8
EUCST15	MIC		bca	Human	Human		M. cattharalis	252.00	FIX	FIX_EM				0.5	2
EUCST15	MIC		bca	Human	Human		M. cattharalis	253.00	CTX	CTX_EM				1	4
EUCST15	MIC		bca	Human	Human		M. cattharalis	254.00	CRO	CRO_EM				1	4
EUCST15	MIC		bca	Human	Human	IV	M. cattharalis	255.00	CXM	CXM_EM				4	16
EUCST15	MIC		bca	Human	Human	Oral	M. cattharalis	256.00	CXM	CXM_EM				0.125	8
EUCST15	MIC		bca	Human	Human		M. cattharalis	257.00	DOR	DOR_EM				1	2
EUCST15	MIC		bca	Human	Human		M. cattharalis	258.00	ETP	ETP_EM				0.5	1
EUCST15	MIC		bca	Human	Human		M. cattharalis	259.00	IPM	IPM_EM				2	4
EUCST15	MIC		bca	Human	Human		M. cattharalis	260.00	MEM	MEM_EM				2	4
EUCST15	MIC		bca	Human	Human		M. cattharalis	261.00	CIP	CIP_EM				0.5	1
EUCST15	MIC		bca	Human	Human		M. cattharalis	262.00	LVX	LVX_EM				1	2
EUCST15	MIC		bca	Human	Human		M. cattharalis	263.00	MFX	MFX_EM				0.5	1
EUCST15	MIC		bca	Human	Human		M. cattharalis	265.00	OFX	OFX_EM				0.5	1
EUCST15	MIC		bca	Human	Human		M. cattharalis	266.00	AZM	AZM_EM				0.25	1
EUCST15	MIC		bca	Human	Human		M. cattharalis	267.00	CLR	CLR_EM				0.25	1
EUCST15	MIC		bca	Human	Human		M. cattharalis	268.00	ERY	ERY_EM				0.25	1
EUCST15	MIC		bca	Human	Human		M. cattharalis	269.00	RXT	RXT_EM				0.5	2
EUCST15	MIC		bca	Human	Human		M. cattharalis	270.00	TLT	TLT_EM				0.25	1
EUCST15	MIC		bca	Human	Human		M. cattharalis	271.00	DOX	DOX_EM				1	4
EUCST15	MIC		bca	Human	Human		M. cattharalis	272.00	MNO	MNO_EM				1	4
EUCST15	MIC		bca	Human	Human		M. cattharalis	273.00	TCY	TCY_EM				1	4
EUCST15	MIC		bca	Human	Human		M. cattharalis	274.00	CHL	CHL_EM				2	4
EUCST15	MIC		bca	Human	Human		M. cattharalis	275.00	SXT	SXT_EM				0.5	2
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	276.00	PEN	PEN_EM				0.064	2
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	277.00	FIX	FIX_EM				0.125	0.25
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	278.00	CTX	CTX_EM				0.125	0.25
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	279.00	CRO	CRO_EM				0.125	0.25
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	280.00	CIP	CIP_EM				0.032	0.12
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	281.00	OFX	OFX_EM				0.125	0.5
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	282.00	AZM	AZM_EM				0.25	1
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	283.00	TCY	TCY_EM				0.5	2
EUCST15	MIC		ngo	Human	Human		N. gonorrhoeae	284.00	SPT	SPT_EM				64	128
EUCST15	MIC		NME	Human	Human		N. meningitidis	285.00	PEN	PEN_EM				0.064	0.5
EUCST15	MIC		NME	Human	Human		N. meningitidis	286.00	AMP	AMP_EM				0.125	2
EUCST15	MIC		NME	Human	Human		N. meningitidis	287.00	AMX	AMX_EM				0.125	2
EUCST15	MIC		NME	Human	Human		N. meningitidis	288.00	CTX	CTX_EM				0.125	0.25
EUCST15	MIC		NME	Human	Human		N. meningitidis	289.00	CRO	CRO_EM				0.125	0.25
EUCST15	MIC		NME	Human	Human		N. meningitidis	290.00	MEM	MEM_EM				0.25	0.5
EUCST15	MIC		NME	Human	Human		N. meningitidis	291.00	CIP	CIP_EM				0.032	0.06
EUCST15	MIC		NME	Human	Human		N. meningitidis	292.00	MNO	MNO_EM				1	4
EUCST15	MIC		NME	Human	Human		N. meningitidis	293.00	TCY	TCY_EM				1	4
EUCST15	MIC		NME	Human	Human		N. meningitidis	294.00	CHL	CHL_EM				2	8
EUCST15	MIC		NME	Human	Human		N. meningitidis	295.00	RIF	RIF_EM				0.25	0.5
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	296.00	PEN	PEN_EM				0.25	1
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	297.00	AMP	AMP_EM				4	16
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	298.00	SAM	SAM_EM				4	16
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	299.00	AMX	AMX_EM				4	16
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	300.00	AMC	AMC_EM				4	16
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	301.00	PIP	PIP_EM				8	32
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	302.00	TZP	TZP_EM				8	32
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	303.00	TIC	TIC_EM				8	32
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	304.00	TCC	TCC_EM				8	32
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	305.00	DOR	DOR_EM				1	2
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	306.00	ETP	ETP_EM				1	2
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	307.00	IPM	IPM_EM				2	16
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	308.00	MEM	MEM_EM				2	16
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	309.00	VAN	VAN_EM				2	4
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	310.00	CLI	CLI_EM				4	8
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	311.00	CHL	CHL_EM				8	16
EUCST15	MIC		AN+	Human	Human		Anaerobes, Grampos	312.00	MTR	MTR_EM				4	8
EUCST15	MIC		CDF	Human	Human		C. difficile	313.00	VAN	VAN_EM				2	4
EUCST15	MIC		CDF	Human	Human		C. difficile	314.00	MTR	MTR_EM				2	4
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	315.00	PEN	PEN_EM				0.25	1
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	316.00	AMP	AMP_EM				0.5	4
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	317.00	SAM	SAM_EM				4	16
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	318.00	AMX	AMX_EM				0.5	4
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	319.00	AMC	AMC_EM				4	16
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	320.00	PIP	PIP_EM				16	32
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	321.00	TZP	TZP_EM				8	32
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	322.00	TIC	TIC_EM				16	32
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	323.00	TCC	TCC_EM				8	32
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	324.00	DOR	DOR_EM				1	2
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	325.00	ETP	ETP_EM				1	2
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	326.00	IPM	IPM_EM				2	16
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	327.00	MEM	MEM_EM				2	16
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	328.00	CLI	CLI_EM				4	8
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	329.00	CHL	CHL_EM				8	16
EUCST15	MIC		AN-	Human	Human		Anaerobes, Gramneg	330.00	MTR	MTR_EM				4	8
EUCST15	MIC		hpy	Human	Human		H. pylori	331.00	AMX	AMX_EM				0.125	0.25
EUCST15	MIC		hpy	Human	Human		H. pylori	332.00	LVX	LVX_EM				1	2
EUCST15	MIC		hpy	Human	Human		H. pylori	333.00	CLR	CLR_EM				0.25	1
EUCST15	MIC		hpy	Human	Human		H. pylori	334.00	TCY	TCY_EM				1	2
EUCST15	MIC		hpy	Human	Human		H. pylori	335.00	MTR	MTR_EM				8	16
EUCST15	MIC		hpy	Human	Human		H. pylori	336.00	RIF	RIF_EM				1	2
EUCST15	MIC		lmo	Human	Human		Listeria monocytogenes	337.00	PEN	PEN_EM				1	2
EUCST15	MIC		lmo	Human	Human		Listeria monocytogenes	338.00	AMP	AMP_EM				1	2
EUCST15	MIC		lmo	Human	Human		Listeria monocytogenes	339.00	MEM	MEM_EM				0.25	0.5
EUCST15	MIC		lmo	Human	Human		Listeria monocytogenes	340.00	ERY	ERY_EM				1	2
EUCST15	MIC		lmo	Human	Human		Listeria monocytogenes	341.00	SXT	SXT_EM				0.064	0.12
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	342.00	PEN	PEN_EM				0.5	1
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	343.00	AMP	AMP_EM				1	2
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	344.00	AMX	AMX_EM				1	2
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	345.00	AMC	AMC_EM				1	2
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	346.00	CTX	CTX_EM				0.032	0.06
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	347.00	CIP	CIP_EM				0.064	0.12
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	348.00	LVX	LVX_EM				0.064	0.12
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	350.00	DOX	DOX_EM				1	2
EUCST15	MIC		pam	Human	Human		Pasteurella multocida	352.00	SXT	SXT_EM				0.25	0.5
EUCST15	MIC		CAM	Human	Human		Campylobacter jejuni and coli	353.00	CIP	CIP_EM				0.5	1
EUCST15	MIC		caj	Human	Human		Campylobacter jejuni and coli	354.00	ERY	ERY_EM				4	8
EUCST15	MIC		cco	Human	Human		Campylobacter jejuni and coli	355.00	ERY	ERY_EM				8	16
EUCST15	MIC		CAM	Human	Human		Campylobacter jejuni and coli	356.00	TCY	TCY_EM				2	4
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	357.00	PEN	PEN_EM				0.125	0.25
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	358.00	CIP	CIP_EM				1	2
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	359.00	MFX	MFX_EM				0.5	1
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	360.00	GEN	GEN_EM				1	2
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	361.00	VAN	VAN_EM				2	4
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	362.00	CLI	CLI_EM				0.5	1
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	363.00	TCY	TCY_EM				2	4
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	364.00	LNZ	LNZ_EM				2	4
EUCST15	MIC		COR	Human	Human		Corynebacterium spp.	365.00	RIF	RIF_EM				0.064	1
EUCST15	MIC		Gen	Human	Human		PK/PD	366.00	PEN	PEN_EM				0.25	4
EUCST15	MIC		Gen	Human	Human		PK/PD	367.00	AMP	AMP_EM				2	16
EUCST15	MIC		Gen	Human	Human		PK/PD	368.00	SAM	SAM_EM				2	16
EUCST15	MIC		Gen	Human	Human		PK/PD	369.00	AMX	AMX_EM				2	16
EUCST15	MIC		Gen	Human	Human		PK/PD	370.00	AMC	AMC_EM				2	16
EUCST15	MIC		Gen	Human	Human		PK/PD	371.00	PIP	PIP_EM				4	32
EUCST15	MIC		Gen	Human	Human		PK/PD	372.00	TZP	TZP_EM				4	32
EUCST15	MIC		Gen	Human	Human		PK/PD	373.00	TIC	TIC_EM				8	32
EUCST15	MIC		Gen	Human	Human		PK/PD	374.00	TCC	TCC_EM				8	32
EUCST15	MIC		Gen	Human	Human		PK/PD	375.00	CZO	CZO_EM				1	4
EUCST15	MIC		Gen	Human	Human		PK/PD	376.00	FEP	FEP_EM				4	16
EUCST15	MIC		Gen	Human	Human		PK/PD	377.00	CTX	CTX_EM				1	4
EUCST15	MIC		Gen	Human	Human		PK/PD	378.00	CPT	CPT_EM				0.5	1
EUCST15	MIC		Gen	Human	Human		PK/PD	379.00	CAZ	CAZ_EM				4	16
EUCST15	MIC		Gen	Human	Human		PK/PD	380.00	CRO	CRO_EM				1	4
EUCST15	MIC		Gen	Human	Human		PK/PD	381.00	CXM	CXM_EM				4	16
EUCST15	MIC		Gen	Human	Human		PK/PD	382.00	DOR	DOR_EM				1	4
EUCST15	MIC		Gen	Human	Human		PK/PD	383.00	ETP	ETP_EM				0.5	2
EUCST15	MIC		Gen	Human	Human		PK/PD	384.00	IPM	IPM_EM				2	16
EUCST15	MIC		Gen	Human	Human		PK/PD	385.00	MEM	MEM_EM				2	16
EUCST15	MIC		Gen	Human	Human		PK/PD	386.00	ATM	ATM_EM				4	16
EUCST15	MIC		Gen	Human	Human		PK/PD	387.00	CIP	CIP_EM				0.5	2
EUCST15	MIC		Gen	Human	Human		PK/PD	388.00	LVX	LVX_EM				1	4
EUCST15	MIC		Gen	Human	Human		PK/PD	389.00	MFX	MFX_EM				0.5	2
EUCST15	MIC		Gen	Human	Human		PK/PD	390.00	NOR	NOR_EM				0.5	2
EUCST15	MIC		Gen	Human	Human		PK/PD	391.00	OFX	OFX_EM				0.5	2
EUCST15	MIC		Gen	Human	Human		PK/PD	392.00	AMK	AMK_EM				8	32
EUCST15	MIC		Gen	Human	Human		PK/PD	393.00	GEN	GEN_EM				2	8
EUCST15	MIC		Gen	Human	Human		PK/PD	394.00	NET	NET_EM				2	8
EUCST15	MIC		Gen	Human	Human		PK/PD	395.00	TOB	TOB_EM				2	8
EUCST15	MIC		Gen	Human	Human		PK/PD	396.00	TGC	TGC_EM				0.25	1
EUCST15	MIC		Gen	Human	Human		PK/PD	397.00	LNZ	LNZ_EM				2	8
EUCST15	DISK	30ug	ENT	Human	Human		Enterococcus	398.00	GEN	GEN_ED30	7	-	8		
EUCST15	DISK	30ug	ENT	Human	Human		Enterococcus	398.00	GEH	GEH_ED30	7	-	8		
EUCST15	MIC		ENT	Human	Human		Enterococcus	398.00	GEN	GEN_EM				128	129
EUCST15	MIC		SVI	Human	Human		Viridans strept	399.00	GEN	GEN_EM				128	129
EUCST15	MIC		ENT	Human	Human		Enterococcus	398.00	GEH	GEH_EM				128	129
EUCST15	MIC		SVI	Human	Human		Viridans strept	399.00	GEH	GEH_EM				128	129
EUCST15	MIC		CDF	Human	Human		C. difficile	400.00	MFX	MFX_EM				4	
EUCST15	MIC		CDF	Human	Human		C. difficile	401.00	TGC	TGC_EM				0.25	
EUCST15	MIC		CDF	Human	Human		C. difficile	402.00	DAP	DAP_EM				4	
EUCST15	MIC		CDF	Human	Human		C. difficile	403.00	FUS	FUS_EM				2	
EUCST15	MIC		CDF	Human	Human		C. difficile	404.00	RIF	RIF_EM				0.004	
CLSI15	Disk		sat	Human	Human		Table 2A		AZM	AZM_ND15	12		13		
CLSI15	MIC		sat	Human	Human		Table 2A		AZM	AZM_NM				16	32
CLSI15	Disk		SAL	Human	Human		Table 2A		PEF	PEF_ND5	23		24		
CLSI15	MIC		pro	Human	Human		Table 2J-2		VAN	VAN_NM				2	4
EUCST15	MIC		Gen	Human	Human		PK/PD		BPR	BPR_EM				4	8
EUCST15	MIC		mtu	Human	Human		M.tuberculosis								
EUCST15	MIC		cal	Human	Human		Candida	24.00	ITR	ITR_NM				0.064	0.12
EUCST15	MIC		cpa	Human	Human		Candida	25.00	ITR	ITR_NM				0.125	0.25
EUCST15	MIC		ctr	Human	Human		Candida	26.00	ITR	ITR_NM				0.125	0.25
EUCST16	MIC		cal	Human	Human		Candida	1.00	AMB	AMB_EM				1	2
EUCST16	MIC		cal	Human	Human		Candida	6.00	VOR	VOR_EM				0.125	0.25
EUCST16	MIC		ckr	Human	Human		Candida	12.00	ANI	ANI_EM				0.064	0.12
EUCST16	MIC		cpa	Human	Human		Candida	15.00	FLU	FLU_EM				2	8
EUCST16	MIC		cpa	Human	Human		Candida	18.00	VOR	VOR_EM				0.125	0.25
EUCST16	MIC		ctr	Human	Human		Candida	22.00	POS	POS_EM				0.064	0.12
EUCST16	MIC		afu	Human	Human		Aspergillus	26.00	POS	POS_EM				0.125	0.25
EUCST16	MIC		cal	Human	Human		Candida	4.00	MIF	MIF_EM				0.016	0.03
EUCST16	MIC		cgl	Human	Human		Candida	8.00	ANI	ANI_EM				0.064	0.12
EUCST16	MIC		ckr	Human	Human		Candida	11.00	AMB	AMB_EM				1	2
EUCST16	MIC		cpa	Human	Human		Candida	14.00	ANI	ANI_EM				0.002	8
EUCST16	MIC		ctr	Human	Human		Candida	20.00	ANI	ANI_EM				0.064	0.12
EUCST16	MIC		CAN	Human	Human		Candida	24.00	FLU	FLU_EM				2	8
EUCST16	MIC		afu	Human	Human		Aspergillus	27.00	VOR	VOR_EM				1	4
EUCST16	MIC		ate	Human	Human		Aspergillus	29.00	POS	POS_EM				0.125	0.5
EUCST16	MIC		cal	Human	Human		Candida	3.00	FLU	FLU_EM				2	8
EUCST16	MIC		cgl	Human	Human		Candida	7.00	AMB	AMB_EM				1	2
EUCST16	MIC		cgl	Human	Human		Candida	9.00	FLU	FLU_EM				0.002	64
EUCST16	MIC		cpa	Human	Human		Candida	13.00	AMB	AMB_EM				1	2
EUCST16	MIC		ctr	Human	Human		Candida	19.00	AMB	AMB_EM				1	2
EUCST16	MIC		ctr	Human	Human		Candida	21.00	FLU	FLU_EM				2	8
EUCST16	MIC		afu	Human	Human		Aspergillus	25.00	AMB	AMB_EM				1	4
EUCST16	MIC		cgu	Human	Human		Candida	30.00	FLU	FLU_EM					
CLSI16	MIC		spn	Human	Human	Non-meningitis	Table 2G	6.00	AMC	AMC_NM				2	8
CLSI16	MIC		STR	Human	Human		Table 2H-1		AMC	AMC_NM					
CLSI16	MIC		STA	Human	Human		Table 2C	7.00	AMC	AMC_NM				4	8
CLSI16	MIC		NFR	Human	Human		Table 2B-5	21.00	AMK	AMK_NM					
CLSI16	MIC		AER	Human	Human		M45 Table 2		AMK	AMK_NM				16	64
CLSI16	MIC		ban	Human	Human		M45 Table 16		AMK	AMK_NM					
CLSI16	MIC		BCS	Human	Human		M45 Table 3		AMK	AMK_NM				16	64
CLSI16	MIC		PLE	Human	Human		M45 Table 2		AMK	AMK_NM				16	64
CLSI16	DISK		AC-	Human	Human		Table 2B-2		DOR	DOR_ND10	14	15-17	18		
CLSI16	MIC		AC-	Human	Human		Table 2B-2		DOR	DOR_NM				2	8
EUCST16	Disk	10	EBC	Human	Human		Enterobacteriaceae	1.00	AMP	AMP_ED10	13	-	14		
EUCST16	Disk	10	EBC	Human	Human		Enterobacteriaceae	25.00	ETP	ETP_ED10	21	22-24	25		
EUCST16	Disk	10	EBC	Human	Human		Enterobacteriaceae	26.00	IPM	IPM_ED10	15	16-21	22		
EUCST16	Disk	10	EBC	Human	Human		Enterobacteriaceae	27.00	MEM	MEM_ED10	15	16-21	22		
EUCST16	Disk	30	EBC	Human	Human		Enterobacteriaceae	28.00	ATM	ATM_ED30	20	21-23	24		
EUCST16	Disk	5	EBC	Human	Human		Enterobacteriaceae	29.00	CIP	CIP_ED5	18	19-21	22		
EUCST16	Disk	5	SAL	Human	Human	Screen	Enterobacteriaceae	31.00	PEF	PEF_ED5	23	-	24		
EUCST16	Disk	5	EBC	Human	Human		Enterobacteriaceae	32.00	LVX	LVX_ED5	18	19-21	22		
EUCST16	Disk	5	EBC	Human	Human		Enterobacteriaceae	33.00	MFX	MFX_ED5	16	17-19	20		
EUCST16	Disk	10	EBC	Human	Human		Enterobacteriaceae	34.00	NOR	NOR_ED10	18	19-21	22		
EUCST16	Disk	5	EBC	Human	Human		Enterobacteriaceae	35.00	OFX	OFX_ED5	18	19-21	22		
EUCST16	Disk	30	EBC	Human	Human		Enterobacteriaceae	36.00	AMK	AMK_ED30	14	15-17	18		
EUCST16	Disk	10	EBC	Human	Human		Enterobacteriaceae	37.00	GEN	GEN_ED10	13	14-16	17		
EUCST16	Disk	10	EBC	Human	Human		Enterobacteriaceae	38.00	NET	NET_ED10	11	12-14	15		
EUCST16	Disk	10	EBC	Human	Human		Enterobacteriaceae	39.00	TOB	TOB_ED10	13	14-16	17		
EUCST16	Disk	15	EBC	Human	Human		Enterobacteriaceae	40.00	TGC	TGC_ED15	14	15-17	18		
EUCST16	Disk	30	EBC	Human	Human		Enterobacteriaceae	41.00	CHL	CHL_ED30	16	-	17		
EUCST16	Disk	100	EBC	Human	Human	UTI	Enterobacteriaceae	45.00	NIT	NIT_ED100	10	-	11		
EUCST16	Disk	5	EBC	Human	Human	UTI	Enterobacteriaceae	46.00	TMP	TMP_ED5	14	15-17	18		
EUCST16	Disk	1.25ug/23.75ug	EBC	Human	Human		Enterobacteriaceae	47.00	SXT	SXT_ED1_2	12	13-15	16		
EUCST16	Disk	30	PS-	Human	Human		Pseudo	48.00	PIP	PIP_ED30	17	-	18		
EUCST16	Disk	30-6	PS-	Human	Human		Pseudo	49.00	TZP	TZP_ED30	17	-	18		
EUCST16	Disk	75	PS-	Human	Human		Pseudo	50.00	TIC	TIC_ED75	17	-	18		
EUCST16	Disk	75-10	PS-	Human	Human		Pseudo	51.00	TCC	TCC_ED75	17	-	18		
EUCST16	Disk	30	PS-	Human	Human		Pseudo	52.00	FEP	FEP_ED30	18	-	19		
EUCST16	Disk	10	PS-	Human	Human		Pseudo	53.00	CAZ	CAZ_ED10	16	-	17		
